nro,title,title_url,title_badge,date,author,level,length,icon
6163,Debugger/Diagnostics Tips & Tricks in Visual Studio 2019,https://www.pluralsight.com/courses/devintersection-azureai-session-09,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,54m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-09-v1.jpg?w=120
6164,Get Answers in Context with Semantic Search in Microsoft 365,https://www.pluralsight.com/courses/devintersection-azureai-session-22,Skills - Expanded,Dec 10 2019,by DEVintersection,Beginner,48m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-22-v1.jpg?w=120
6165,Code and Collaborate from Anywhere - VS Code Track,https://www.pluralsight.com/courses/devintersection-azureai-session-23,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,39m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-23-v1.jpg?w=120
6166,Hybrid Cloud Service Mesh with Anthos,https://www.pluralsight.com/courses/hybrid-cloud-service-mesh-anthos,Skills,Dec 10 2019,by Google Cloud,Intermediate,2h 28m,https://pluralsight.imgix.net/course-images/hybrid-cloud-service-mesh-anthos-v4.png?w=120
6167,Increase Your .NET Productivity with Visual Studio 2019,https://www.pluralsight.com/courses/devintersection-azureai-session-10,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,53m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-10-v1.jpg?w=120
6168,"Build Fast, Data Driven Mobile UI with Xamarin.Forms 4.0 and Visual Studio 2019",https://www.pluralsight.com/courses/devintersection-azureai-session-24,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,59m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-24-v1.jpg?w=120
6169,Taking DevOps to the Next Level with GitHub and Azure DevOps: DEVintersection 2019,https://www.pluralsight.com/courses/devintersection-azureai-session-27,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,1h 3m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-27-v1.jpg?w=120
6170,Building Modern .NET Desktop Apps with .NET Core and Windows 10,https://www.pluralsight.com/courses/devintersection-azureai-session-07,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,52m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-07-v1.jpg?w=120
6171,Introduction to Containers for Visual Studio Developers,https://www.pluralsight.com/courses/devintersection-azureai-session-40,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,1h 9m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-40-v1.jpg?w=120
6172,What's New in C# 8.0,https://www.pluralsight.com/courses/devintersection-azureai-session-38,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,57m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-38-v1.jpg?w=120
6173,Reducing Complexity in Data in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-reducing-complexity-data,Skills,Dec 10 2019,by Steph Locke,Advanced,2h 14m,https://pluralsight.imgix.net/course-images/microsoft-azure-reducing-complexity-data-v1.png?w=120
6174,SignalR: Real-time for All the Things,https://www.pluralsight.com/courses/devintersection-azureai-session-06,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,1h 2m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-06-v1.jpg?w=120
6175,Code and Collaborate from Anywhere - Visual Studio Track,https://www.pluralsight.com/courses/devintersection-azureai-session-37,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,32m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-37-v1.jpg?w=120
6176,The State of .NET and Looking Ahead to 2020,https://www.pluralsight.com/courses/devintersection-azureai-session-05,Skills - Expanded,Dec 10 2019,by DEVintersection,Beginner,59m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-05-v1.jpg?w=120
6177,Improve Your Testing with Visual Studio 2019,https://www.pluralsight.com/courses/devintersection-azureai-session-08,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,44m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-08-v1.jpg?w=120
6178,Cyber Threat Intelligence and You,https://www.pluralsight.com/courses/bsides-jax-session-16,Skills - Expanded,Dec 10 2019,by BSides Jacksonville,Intermediate,23m,https://pluralsight.imgix.net/course-images/bsides-jax-session-16-v1.jpg?w=120
6179,Hybrid Cloud Multi-Cluster with Anthos,https://www.pluralsight.com/courses/hybrid-cloud-multi-cluster-anthos,Skills,Dec 10 2019,by Google Cloud,Advanced,2h 22m,https://pluralsight.imgix.net/course-images/hybrid-cloud-multi-cluster-anthos-v2.png?w=120
6180,The History of .NET,https://www.pluralsight.com/courses/devintersection-azureai-session-42,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,1h 4m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-42-v1.jpg?w=120
6181,Stunning Mobile Apps with the Xamarin Visual Design System,https://www.pluralsight.com/courses/devintersection-azureai-session-26,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,49m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-26-v1.jpg?w=120
6182,Real World DevOps,https://www.pluralsight.com/courses/devintersection-azureai-session-25,Skills - Expanded,Dec 10 2019,by DEVintersection,Intermediate,1h 6m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-25-v1.jpg?w=120
6183,Get Started with Git,https://www.pluralsight.com/courses/devintersection-azureai-session-41,Skills - Expanded,Dec 10 2019,by DEVintersection,Beginner,1h 4m,https://pluralsight.imgix.net/course-images/devintersection-azureai-session-41-v1.jpg?w=120
6184,Threat Hunting with the Elastic Stack,https://www.pluralsight.com/courses/bsides-jax-session-09,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,40m,https://pluralsight.imgix.net/course-images/bsides-jax-session-09-v1.jpg?w=120
6185,The Effect of Nuclear Electromagnetic Pulse on Critical U.S. Infrastructure,https://www.pluralsight.com/courses/bsides-jax-session-21,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,50m,https://pluralsight.imgix.net/course-images/bsides-jax-session-21-v1.jpg?w=120
6186,Intro to Amateur (Ham) Radio,https://www.pluralsight.com/courses/bsides-jax-session-02,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,29m,https://pluralsight.imgix.net/course-images/bsides-jax-session-02-v1.jpg?w=120
6187,Security Pitfalls of OAuth 2.0 and OpenID Connect,https://www.pluralsight.com/courses/bsides-jax-session-11,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,53m,https://pluralsight.imgix.net/course-images/bsides-jax-session-11-v1.jpg?w=120
6188,"Pushing Left, Like a Boss",https://www.pluralsight.com/courses/bsides-jax-session-14,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,31m,https://pluralsight.imgix.net/course-images/bsides-jax-session-14-v1.jpg?w=120
6189,Blockchain Matters,https://www.pluralsight.com/courses/bsides-jax-session-04,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,42m,https://pluralsight.imgix.net/course-images/bsides-jax-session-04-v1.jpg?w=120
6190,Every Organization is Unique,https://www.pluralsight.com/courses/bsides-jax-session-12,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,46m,https://pluralsight.imgix.net/course-images/bsides-jax-session-12-v1.jpg?w=120
6191,CISO Panel,https://www.pluralsight.com/courses/bsides-jax-session-13,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,43m,https://pluralsight.imgix.net/course-images/bsides-jax-session-13-v1.jpg?w=120
6192,Don't Just Patch Your Users against Social Engineering,https://www.pluralsight.com/courses/bsides-jax-session-24,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,31m,https://pluralsight.imgix.net/course-images/bsides-jax-session-24-v1.jpg?w=120
6193,Modernizing Security Operations,https://www.pluralsight.com/courses/bsides-jax-session-19,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,29m,https://pluralsight.imgix.net/course-images/bsides-jax-session-19-v1.jpg?w=120
6194,Building a PC Lab on the Cheap,https://www.pluralsight.com/courses/bsides-jax-session-22,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,11m,https://pluralsight.imgix.net/course-images/bsides-jax-session-22-v1.jpg?w=120
6195,Women in Technology Info Sec Panel,https://www.pluralsight.com/courses/bsides-jax-session-03,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,48m,https://pluralsight.imgix.net/course-images/bsides-jax-session-03-v1.jpg?w=120
6196,Landing Your First Info Sec Job,https://www.pluralsight.com/courses/bsides-jax-session-20,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,1h 6m,https://pluralsight.imgix.net/course-images/bsides-jax-session-20-v1.jpg?w=120
6197,"Securing Your Communications with SSH, 2FA, and GPG",https://www.pluralsight.com/courses/bsides-jax-session-15,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,57m,https://pluralsight.imgix.net/course-images/bsides-jax-session-15-v1.jpg?w=120
6198,DMing for the InfoSec Crowd,https://www.pluralsight.com/courses/bsides-jax-session-17,Skills - Expanded,Dec 9 2019,by BSides Jacksonville,Intermediate,57m,https://pluralsight.imgix.net/course-images/bsides-jax-session-17-v1.jpg?w=120
6199,Living in an IT Team as a Business Analyst,https://www.pluralsight.com/courses/it-team-as-business-analyst,Skills,Dec 7 2019,by Heather Mylan-Mains,Beginner,2h 19m,https://pluralsight.imgix.net/course-images/it-team-as-business-analyst-v1.png?w=120
6200,Conflict Resolution in the Workplace,https://www.pluralsight.com/courses/conflict-resolution-workplace,Skills,Dec 6 2019,by Stephen Haunts,Beginner,1h 41m,https://pluralsight.imgix.net/course-images/conflict-resolution-workplace-v1.jpg?w=120
6201,Introduction to Emotional Intelligence,https://www.pluralsight.com/courses/emotional-intelligence-introduction,Skills,Dec 6 2019,by Jason Edleman,Beginner,2h 7m,https://pluralsight.imgix.net/course-images/emotional-intelligence-introduction-v1.jpg?w=120
6202,Securing Application Secrets in ASP.NET Core 3,https://www.pluralsight.com/courses/securing-application-secrets-in-asp-net-core,Skills,Dec 6 2019,by Matt Tester,Intermediate,51m,https://pluralsight.imgix.net/course-images/securing-application-secrets-in-asp-net-core-v1.jpg?w=120
6203,Deploying a Java App with Oracle Cloud Container Engine for Kubernetes,https://www.pluralsight.com/courses/deploying-java-app-oracle-cloud-container-engine-kubernetes,Skills - Expanded,Dec 6 2019,by Craig Golightly,Beginner,33m,https://pluralsight.imgix.net/course-images/deploying-java-app-oracle-cloud-container-engine-kubernetes-v1.png?w=120
6204,Implementing and Performing Risk Management with ISACA’s Risk IT Framework,https://www.pluralsight.com/courses/risk-management-isacas-risk-it-framework,Skills - Expanded,Dec 6 2019,by Bobby Rogers,Advanced,2h 37m,https://pluralsight.imgix.net/course-images/risk-management-isacas-risk-it-framework-v1.png?w=120
6205,Deploying a Python App with Oracle Cloud Container Engine for Kubernetes,https://www.pluralsight.com/courses/deploying-python-app-oracle-cloud-container-engine-kubernetes,Skills - Expanded,Dec 6 2019,by Craig Golightly,Beginner,32m,https://pluralsight.imgix.net/course-images/deploying-python-app-oracle-cloud-container-engine-kubernetes-v1.png?w=120
6206,Packaging Applications with Helm for Kubernetes,https://www.pluralsight.com/courses/packaging-applications-helm-kubernetes,Skills - Expanded,Dec 6 2019,by Philippe Collignon,Intermediate,2h 38m,https://pluralsight.imgix.net/course-images/packaging-applications-helm-kubernetes-v1.png?w=120
6207,Building Desktop Apps with Ionic 4 and Electron 5,https://www.pluralsight.com/courses/building-cross-platform-apps-ionic-electron,Skills - Expanded,Dec 6 2019,by Michael Callaghan,Intermediate,3h 38m,https://pluralsight.imgix.net/course-images/building-cross-platform-apps-ionic-electron-v1.png?w=120
6208,Spring Framework: Overview of Spring Data,https://www.pluralsight.com/courses/spring-framework-overview-spring-data,Skills,Dec 6 2019,by Andrew Morgan,Beginner,58m,https://pluralsight.imgix.net/course-images/spring-framework-overview-spring-data-v1.png?w=120
6209,Managing Microsoft 365 Access Types,https://www.pluralsight.com/courses/managing-microsoft-365-access-types,Skills,Dec 6 2019,by Brian Alderman,Intermediate,31m,https://pluralsight.imgix.net/course-images/managing-microsoft-365-access-types-v1.png?w=120
6210,Managing Cisco Products Using Advanced API-based Methods,https://www.pluralsight.com/courses/managing-cisco-products-advanced-api-methods,Skills,Dec 5 2019,by Nick Russo,Intermediate,2h 42m,https://pluralsight.imgix.net/course-images/managing-cisco-products-advanced-api-methods-v1.png?w=120
6211,Administering Microsoft SQL Server Availability Groups,https://www.pluralsight.com/courses/sql-server-microsoft-administering-availability-groups,Skills,Dec 5 2019,by Russ Thomas,Intermediate,3h 51m,https://pluralsight.imgix.net/course-images/sql-server-microsoft-administering-availability-groups-v1.png?w=120
6212,Firebase on Android: The Big Picture,https://www.pluralsight.com/courses/firebase-android-big-picture,Skills,Dec 4 2019,by Sriyank Siddhartha,Beginner,1h 5m,https://pluralsight.imgix.net/course-images/firebase-android-big-picture-v1.png?w=120
6213,Troubleshooting Excel Formulas,https://www.pluralsight.com/courses/troubleshooting-excel-formulas,Skills,Dec 4 2019,by Amruta Mahajan,Advanced,1h 25m,https://pluralsight.imgix.net/course-images/troubleshooting-excel-formulas-v1.jpg?w=120
6214,Inspecting Open Source Software Packages for Security and License Compliance,https://www.pluralsight.com/courses/open-source-software-package-security-license-compliance,Skills,Dec 4 2019,by Neil Morrissey,Advanced,38m,https://pluralsight.imgix.net/course-images/open-source-software-package-security-license-compliance-v1.png?w=120
6215,"Windows 10 Troubleshooting, Part 2",https://www.pluralsight.com/courses/windows-10-troubleshooting-part-2,Skills - Expanded,Dec 4 2019,by Mike Halsey,Intermediate,2h 51m,https://pluralsight.imgix.net/course-images/windows-10-troubleshooting-part-2-v1.png?w=120
6216,C# Design Patterns: Null Object,https://www.pluralsight.com/courses/csharp-design-patterns-null-object,Skills,Dec 3 2019,by David Starr,Beginner,13m,https://pluralsight.imgix.net/course-images/csharp-design-patterns-null-object-v1.png?w=120
6217,"Modern Software Architecture: Domain Models, CQRS, and Event Sourcing",https://www.pluralsight.com/courses/modern-software-architecture-domain-models-cqrs-event-sourcing,Skills,Dec 3 2019,by Dino Esposito,Intermediate,4h 25m,https://pluralsight.imgix.net/course-images/modern-software-architecture-domain-models-cqrs-event-sourcing-v1.jpg?w=120
6218,"Windows 10 Troubleshooting, Part 1",https://www.pluralsight.com/courses/windows-10-troubleshooting-part-1,Skills - Expanded,Dec 3 2019,by Mike Halsey,Intermediate,2h 34m,https://pluralsight.imgix.net/course-images/windows-10-troubleshooting-part-1-v1.png?w=120
6219,Approaching Automated Security Testing in DevSecOps,https://www.pluralsight.com/courses/approaching-automated-security-testing-devsecops,Skills,Dec 2 2019,by Peter Mosmans,Intermediate,47m,https://pluralsight.imgix.net/course-images/approaching-automated-security-testing-devsecops-v1.png?w=120
6220,Creating Object-oriented TypeScript Code,https://www.pluralsight.com/courses/typescript-creating-object-oriented-code,Skills,Nov 27 2019,by Dan Wahlin,Beginner,2h 11m,https://pluralsight.imgix.net/course-images/typescript-creating-object-oriented-code-v1.png?w=120
6221,Scraping Your First Web Page with R 3,https://www.pluralsight.com/courses/scraping-your-first-web-page-with-r,Skills - Expanded,Nov 27 2019,by Jean-Marc Julien,Beginner,35m,https://pluralsight.imgix.net/course-images/scraping-your-first-web-page-with-r-v1.png?w=120
6222,Managing Authentication in Microsoft 365,https://www.pluralsight.com/courses/managing-authentication-microsoft-365,Skills,Nov 27 2019,by Brian Alderman,Intermediate,34m,https://pluralsight.imgix.net/course-images/managing-authentication-microsoft-365-v1.png?w=120
6223,Business Analysis Techniques: Conducting Strategy Analysis,https://www.pluralsight.com/courses/business-analysis-techniques-conducting-strategy-analysis,Skills,Nov 27 2019,by Casey Ayers,Intermediate,2h 51m,https://pluralsight.imgix.net/course-images/business-analysis-techniques-conducting-strategy-analysis-v1.png?w=120
6224,Working with Data Types in R,https://www.pluralsight.com/courses/working-data-types-r,Skills,Nov 27 2019,by Justin Flett,Beginner,1h 29m,https://pluralsight.imgix.net/course-images/working-data-types-r-v1.png?w=120
6225,Exploring Your First Data Set with R,https://www.pluralsight.com/courses/exploring-first-data-set-r,Skills,Nov 26 2019,by Martin Burger,Beginner,2h 5m,https://pluralsight.imgix.net/course-images/exploring-first-data-set-r-v1.png?w=120
6226,Cisco Core Security: Describing and Configuring VPNs,https://www.pluralsight.com/courses/cisco-core-security-describing-configuring-vpns,Skills,Nov 26 2019,by Craig Stansbury,Intermediate,3h 39m,https://pluralsight.imgix.net/course-images/cisco-core-security-describing-configuring-vpns-v1.png?w=120
6227,JavaScript Promises and Async Programming,https://www.pluralsight.com/courses/javascript-promises-async-programming,Skills,Nov 26 2019,by Nate Taylor,Intermediate,1h 21m,https://pluralsight.imgix.net/course-images/javascript-promises-async-programming-v1.png?w=120
6228,C++ 17: Beyond the Basics,https://www.pluralsight.com/courses/cplusplus-17-beyond-the-basics,Skills,Nov 26 2019,by Kate Gregory,Intermediate,2h 51m,https://pluralsight.imgix.net/course-images/cplusplus-17-beyond-the-basics-v1.png?w=120
6229,Creating Visualizations in R Using ggplot2: R Playbook,https://www.pluralsight.com/courses/creating-visualizations-r-ggplot2-playbook,Skills,Nov 26 2019,by Emilee McWilliams,Beginner,1h 9m,https://pluralsight.imgix.net/course-images/creating-visualizations-r-ggplot2-playbook-v1.png?w=120
6230,Creating Special-purpose Plots: R Playbook,https://www.pluralsight.com/courses/creating-special-purpose-plots-r-playbook,Skills,Nov 26 2019,by Chase DeHan,Advanced,1h 35m,https://pluralsight.imgix.net/course-images/creating-special-purpose-plots-r-playbook-v1.png?w=120
6231,Microsoft Azure DevOps Engineer: Inspecting and Identifying Code Dependencies,https://www.pluralsight.com/courses/microsoft-azure-inspecting-identifying-code-dependencies,Skills,Nov 26 2019,by Neil Morrissey,Intermediate,50m,https://pluralsight.imgix.net/course-images/microsoft-azure-inspecting-identifying-code-dependencies-v1.png?w=120
6232,Android: SQLite Fundamentals,https://www.pluralsight.com/courses/android-sqlite-fundamentals,Skills - Expanded,Nov 25 2019,by Annapurna Agrawal,Beginner,1h 59m,https://pluralsight.imgix.net/course-images/android-sqlite-fundamentals-v1.jpg?w=120
6233,Install and Configure DHCP with Windows Server 2019,https://www.pluralsight.com/courses/install-configure-dhcp-windows-server-2019,Skills,Nov 25 2019,by Larry Glusman,Intermediate,1h 48m,https://pluralsight.imgix.net/course-images/install-configure-dhcp-windows-server-2019-v1.png?w=120
6234,Model Evaluation and Selection Using scikit-learn,https://www.pluralsight.com/courses/model-evaluation-selection-scikit-learn,Skills,Nov 22 2019,by Chetan Prabhu,Intermediate,1h 17m,https://pluralsight.imgix.net/course-images/model-evaluation-selection-scikit-learn-v1.png?w=120
6235,Firebase Authentication 7 and Cloud Storage,https://www.pluralsight.com/courses/firebase-authentication-cloud-storage,Skills - Expanded,Nov 22 2019,by Ervis Trupja,Intermediate,2h 1m,https://pluralsight.imgix.net/course-images/firebase-authentication-cloud-storage-v1.png?w=120
6236,TypeScript: The Big Picture,https://www.pluralsight.com/courses/typescript-big-picture,Skills,Nov 22 2019,by Simon Allardice,Beginner,44m,https://pluralsight.imgix.net/course-images/typescript-big-picture-v1.png?w=120
6237,Microsoft Azure DevOps Engineer: Optimize Feedback Mechanisms,https://www.pluralsight.com/courses/microsoft-azure-optimize-feedback-mechanisms,Skills,Nov 22 2019,by Steve Buchanan,Intermediate,1h 39m,https://pluralsight.imgix.net/course-images/microsoft-azure-optimize-feedback-mechanisms-v1.png?w=120
6238,Exploring Data with PivotTables,https://www.pluralsight.com/courses/exploring-data-pivottables,Skills,Nov 22 2019,by Ben Howard,Advanced,1h 40m,https://pluralsight.imgix.net/course-images/exploring-data-pivottables-v1.png?w=120
6239,Microsoft Azure Administration for AWS Administrators,https://www.pluralsight.com/courses/azure-administration-aws-administrators-update,Skills - Expanded,Nov 22 2019,by Tim Warner,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/azure-administration-aws-administrators-update-v1.png?w=120
6240,Using Specialized Types and Language Features in TypeScript,https://www.pluralsight.com/courses/typescript-specialized-types-language-features,Skills,Nov 22 2019,by Hendrik Swanepoel,Intermediate,1h 32m,https://pluralsight.imgix.net/course-images/typescript-specialized-types-language-features-v1.png?w=120
6241,Setting Up a Malware Analysis Lab,https://www.pluralsight.com/courses/setting-up-malware-analysis-lab,Skills,Nov 21 2019,by Tyler Hudak,Intermediate,1h 25m,https://pluralsight.imgix.net/course-images/setting-up-malware-analysis-lab-v1.png?w=120
6242,Cisco Data Center Core: Configuring Networking,https://www.pluralsight.com/courses/cisco-data-center-core-configuring-networking,Skills,Nov 21 2019,by Sean Douglas,Intermediate,2h 32m,https://pluralsight.imgix.net/course-images/cisco-data-center-core-configuring-networking-v1.jpg?w=120
6243,Getting Started with HashiCorp Nomad,https://www.pluralsight.com/courses/hashicorp-nomad-getting-started,Skills - Expanded,Nov 21 2019,by Eric Wright,Intermediate,2h 9m,https://pluralsight.imgix.net/course-images/hashicorp-nomad-getting-started-v1.png?w=120
6244,Designing and Installing Windows Server 2019 Active Directory Domain Services,https://www.pluralsight.com/courses/designing-installing-windows-2019-active-directory-domain-services,Skills,Nov 20 2019,by Michael Brown,Intermediate,1h 53m,https://pluralsight.imgix.net/course-images/designing-installing-windows-2019-active-directory-domain-services-v1.png?w=120
6245,Using gRPC in ASP.NET Core 5,https://www.pluralsight.com/courses/aspnet-core-grpc,Skills,Nov 20 2019,by Shawn Wildermuth,Intermediate,3h 4m,https://pluralsight.imgix.net/course-images/aspnet-core-grpc-v1.png?w=120
6246,Managing Microsoft 365 User Roles,https://www.pluralsight.com/courses/managing-microsoft-365-user-roles,Skills,Nov 20 2019,by Brian Alderman,Intermediate,36m,https://pluralsight.imgix.net/course-images/managing-microsoft-365-user-roles-v1.png?w=120
6247,Monitoring Microsoft Azure Hybrid Cloud Networks,https://www.pluralsight.com/courses/microsoft-azure-hybrid-cloud-networks-monitoring,Skills,Nov 20 2019,by Tim Warner,Advanced,1h 53m,https://pluralsight.imgix.net/course-images/microsoft-azure-hybrid-cloud-networks-monitoring-v1.png?w=120
6248,Getting Started with Chef Fluency,https://www.pluralsight.com/courses/getting-started-chef-fluency,Skills,Nov 19 2019,by James Bannan,Beginner,2h 56m,https://pluralsight.imgix.net/course-images/getting-started-chef-fluency-v1.png?w=120
6249,Jira 8 Integrations,https://www.pluralsight.com/courses/jira-integrations,Skills,Nov 19 2019,by Jim Weaver,Advanced,1h 54m,https://pluralsight.imgix.net/course-images/jira-integrations-v1.png?w=120
6250,Managing Stakeholder Relationships,https://www.pluralsight.com/courses/managing-stakeholder-relationships,Skills,Nov 19 2019,by Stephen Haunts,Beginner,1h ,https://pluralsight.imgix.net/course-images/managing-stakeholder-relationships-v1.png?w=120
6251,Design Authentication for Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-authentication-design,Skills,Nov 19 2019,by John Savill,Intermediate,3h 6m,https://pluralsight.imgix.net/course-images/microsoft-azure-authentication-design-v1.png?w=120
6252,Managing and Synchronizing Microsoft 365 Azure Identities,https://www.pluralsight.com/courses/managing-synchronizing-microsoft-365-azure-identities,Skills,Nov 19 2019,by Brian Alderman,Intermediate,47m,https://pluralsight.imgix.net/course-images/managing-synchronizing-microsoft-365-azure-identities-v1.png?w=120
6253,Planning and Designing Microsoft 365 Identity Strategy,https://www.pluralsight.com/courses/planning-designing-microsoft-365-identity-strategy,Skills,Nov 19 2019,by Brian Alderman,Intermediate,36m,https://pluralsight.imgix.net/course-images/planning-designing-microsoft-365-identity-strategy-v1.png?w=120
6254,Creating and Using TypeScript 3 Decorators,https://www.pluralsight.com/courses/creating-using-typescript-decorators,Skills,Nov 18 2019,by David Tucker,Advanced,1h 13m,https://pluralsight.imgix.net/course-images/creating-using-typescript-decorators-v1.png?w=120
6255,SQL Server: Using SentryOne Plan Explorer,https://www.pluralsight.com/courses/sqlserver-using-sentryone-plan-explorer,Skills - Expanded,Nov 18 2019,by Jonathan Kehayias,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/sqlserver-using-sentryone-plan-explorer-v1.png?w=120
6256,Apex Academy: Absolute Beginner's Guide to Coding in Salesforce,https://www.pluralsight.com/courses/apex-absolute-beginner-guide-coding-salesforce,Skills,Nov 18 2019,by David Liu,Beginner,2h 21m,https://pluralsight.imgix.net/course-images/apex-absolute-beginner-guide-coding-salesforce-v1.jpg?w=120
6257,TCP/IP and Networking Fundamentals for Sysadmins,https://www.pluralsight.com/courses/tcp-ip-networking-fundamentals-sysadmins,Skills,Nov 15 2019,by Aaron Staines,Beginner,1h 27m,https://pluralsight.imgix.net/course-images/tcp-ip-networking-fundamentals-it-pro-v1.png?w=120
6258,Trickbot Banking Trojan,https://www.pluralsight.com/courses/malware-analysis-detection-trickbot,Skills,Nov 15 2019,by Aaron Rosenmund,Intermediate,1h 29m,https://pluralsight.imgix.net/course-images/malware-analysis-detection-trickbot-v1.png?w=120
6259,JavaScript: Functions,https://www.pluralsight.com/courses/javascript-functions,Skills,Nov 15 2019,by Prateek Parekh,Beginner,48m,https://pluralsight.imgix.net/course-images/javascript-functions-v1.png?w=120
6260,"Building Reports, Dashboards, and Alerts in Splunk",https://www.pluralsight.com/courses/building-reports-dashboards-alerts-splunk,Skills,Nov 15 2019,by Thomas Henson,Intermediate,1h 33m,https://pluralsight.imgix.net/course-images/building-reports-dashboards-alerts-splunk-v1.png?w=120
6261,How Machine Learning Works,https://www.pluralsight.com/courses/how-machine-learning-works,Skills,Nov 15 2019,by Paolo Perrotta,Beginner,2h 22m,https://pluralsight.imgix.net/course-images/how-machine-learning-works-v1.png?w=120
6262,Introducing Microsoft Azure VMs for VMware vSphere Administrators,https://www.pluralsight.com/courses/microsoft-azure-vms-vmware-vsphere-admins-update,Skills - Expanded,Nov 15 2019,by Greg Shields,Beginner,1h 12m,https://pluralsight.imgix.net/course-images/microsoft-azure-vms-vmware-vsphere-admins-update-v1.jpg?w=120
6263,Accessibility: Exploring Images and Media,https://www.pluralsight.com/courses/accessibility-exploring-images-media,Skills,Nov 14 2019,by Fiona Holder,Beginner,1h 21m,https://pluralsight.imgix.net/course-images/accessibility-exploring-images-media-v1.png?w=120
6264,C# 8 Design Patterns: Composite,https://www.pluralsight.com/courses/c-sharp-design-patterns-composite,Skills,Nov 14 2019,by Steve Michelotti,Intermediate,33m,https://pluralsight.imgix.net/course-images/c-sharp-design-patterns-composite-v1.png?w=120
6265,Game Character Animation in Maya and Unity,https://www.pluralsight.com/courses/maya-unity-game-character-animation,Skills - Expanded,Nov 14 2019,by Mark Masters,Intermediate,2h 31m,https://pluralsight.imgix.net/course-images/maya-unity-game-character-animation-v1.png?w=120
6266,Managing OpenStack Authentication and Authorization with Keystone,https://www.pluralsight.com/courses/managing-openstack-authentication-authorization-keystone,Skills - Expanded,Nov 14 2019,by Paolo Cruschelli,Intermediate,2h 14m,https://pluralsight.imgix.net/course-images/managing-openstack-authentication-authorization-keystone-v1.png?w=120
6267,Securing Data with Asymmetric Cryptography,https://www.pluralsight.com/courses/asymmetric-cryptography-securing-data,Skills - Expanded,Nov 13 2019,by Edward Curren,Beginner,1h 40m,https://pluralsight.imgix.net/course-images/asymmetric-cryptography-securing-data-v1.png?w=120
6268,MariaDB Functions Playbook,https://www.pluralsight.com/courses/mariadb-functions-playbook,Skills,Nov 13 2019,by Pinal Dave,Advanced,1h 41m,https://pluralsight.imgix.net/course-images/mariadb-functions-playbook-v1.png?w=120
6269,Analyzing Business Requirements for Data Science,https://www.pluralsight.com/courses/data-science-business-requirements-analyzing,Skills,Nov 13 2019,by Paul Foran,Beginner,50m,https://pluralsight.imgix.net/course-images/data-science-business-requirements-analyzing-v1.png?w=120
