nro,title,title_url,title_badge,date,author,level,length,icon
104,"Information and Cyber Security Governance, Risk and Compliance (GRC)",https://www.pluralsight.com/courses/governance-risk-compliance-information-cyber-security,Skills - Expanded,Jul 27 2023,by John Elliott,Beginner,1h 56m,https://pluralsight.imgix.net/course-images/governance-risk-compliance-information-cyber-security-v1.jpg?w=120
105,Gmail,https://www.pluralsight.com/courses/gmail-2,Skills - Expanded,Jul 26 2023,by Google Cloud,Beginner,58m,https://pluralsight.imgix.net/course-images/gmail-2-v1.png?w=120
106,Networking in Google Cloud: Defining and Implementing Networks,https://www.pluralsight.com/courses/networking-google-cloud-defining-implementing-networks-10,Skills - Expanded,Jul 26 2023,by Google Cloud,Beginner,1h 38m,https://pluralsight.imgix.net/course-images/networking-google-cloud-defining-implementing-networks-10-v1.png?w=120
107,Google Calendar,https://www.pluralsight.com/courses/google-calendar-2,Skills - Expanded,Jul 26 2023,by Google Cloud,Beginner,42m,https://pluralsight.imgix.net/course-images/google-calendar-2-v1.png?w=120
108,The Data Sessions: Future Directions in Prompt Engineering,https://www.pluralsight.com/courses/data-sessions-future-directions-prompt-engineering,Skills - Expanded,Jul 26 2023,by Mohamed Echout,Beginner,30m,https://pluralsight.imgix.net/course-images/data-sessions-future-directions-prompt-engineering-v1.png?w=120
109,Google Meet,https://www.pluralsight.com/courses/google-meet-1,Skills - Expanded,Jul 26 2023,by Google Cloud,Beginner,41m,https://pluralsight.imgix.net/course-images/google-meet-1-v1.png?w=120
110,Building a Web Application with JavaScript,https://www.pluralsight.com/courses/javascript-building-web-application,Skills - Expanded,Jul 26 2023,by Steve Buchanan,Intermediate,1h 53m,https://pluralsight.imgix.net/course-images/javascript-building-web-application-v1.jpg?w=120
111,Google Chat,https://www.pluralsight.com/courses/google-chat-1,Skills - Expanded,Jul 26 2023,by Google Cloud,Beginner,47m,https://pluralsight.imgix.net/course-images/google-chat-1-v1.png?w=120
112,Google Calendar,https://www.pluralsight.com/courses/google-calendar-20,Skills - Expanded,Jul 26 2023,by Google Cloud,Beginner,42m,https://pluralsight.imgix.net/course-images/google-calendar-2-v1.png?w=120
113,Exploratory Data Analysis Techniques in Python,https://www.pluralsight.com/courses/python-exploratory-data-analysis-techniques,Skills - Expanded,Jul 26 2023,by Abdul Rehman Yousaf,Intermediate,2h 8m,https://pluralsight.imgix.net/course-images/python-exploratory-data-analysis-techniques-v1.jpg?w=120
114,Approaches to Requirement Analysis for Efficient Data Storage and Processing,https://www.pluralsight.com/courses/data-storage-processing-approaches-requirement-analysis,Skills - Expanded,Jul 24 2023,by Dayo Bamikole,Intermediate,34m,https://pluralsight.imgix.net/course-images/data-storage-processing-approaches-requirement-analysis-v1.jpg?w=120
115,Building a Data-driven ASP.NET Core 6 Application with EF Core,https://www.pluralsight.com/courses/asp-dot-net-core-6-ef-core-building-data-driven-application,Skills - Expanded,Jul 24 2023,by Gill Cleeren,Beginner,3h 15m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-ef-core-building-data-driven-application-v1.png?w=120
116,"Logging, Monitoring and Observability in Google Cloud",https://www.pluralsight.com/courses/logging-monitoring-observability-google-cloud-4,Skills - Expanded,Jul 21 2023,by Google Cloud,Beginner,4h 33m,https://pluralsight.imgix.net/course-images/logging-monitoring-observability-google-cloud-4-v1.png?w=120
117,Google Cloud Fundamentals: Core Infrastructure,https://www.pluralsight.com/courses/google-cloud-fundamentals-core-infrastructure-5,Skills - Expanded,Jul 20 2023,by Google Cloud,Beginner,2h 23m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-core-infrastructure-5-v1.png?w=120
118,Secure Coding with OWASP in Go,https://www.pluralsight.com/courses/go-secure-coding-owasp,Skills - Expanded,Jul 20 2023,by Paul Mooney,Intermediate,4h 17m,https://pluralsight.imgix.net/course-images/go-secure-coding-owasp-v1.jpg?w=120
119,BDD with Cucumber and Java,https://www.pluralsight.com/courses/bdd-cucumber-java,Skills - Expanded,Jul 20 2023,by Pinal Dave,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/bdd-cucumber-java-v1.jpg?w=120
120,Spring Boot 3 Fundamentals,https://www.pluralsight.com/courses/spring-boot-3-fundamentals,Skills - Expanded,Jul 20 2023,by Jesper de Jong,Beginner,2h 35m,https://pluralsight.imgix.net/course-images/spring-boot-3-fundamentals-v1.jpg?w=120
121,Using Git with a GUI,https://www.pluralsight.com/courses/git-using-gui,Skills,Jul 20 2023,by Xavier Morera,Intermediate,2h 54m,https://pluralsight.imgix.net/course-images/git-using-gui-v1.jpg?w=120
122,Reactive Streams Using Spring WebFlux 6,https://www.pluralsight.com/courses/spring-webflux-6-reactive-streams,Skills - Expanded,Jul 20 2023,by Bogdan Sucaciu,Advanced,1h 48m,https://pluralsight.imgix.net/course-images/spring-webflux-6-reactive-streams-v1.jpg?w=120
123,Observability with OpenTelemetry and Grafana,https://www.pluralsight.com/courses/opentelemetry-grafana-observability,Skills - Expanded,Jul 19 2023,by Glenn Versweyveld,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/opentelemetry-grafana-observability-v1.jpg?w=120
124,SQL Server Security Fundamentals,https://www.pluralsight.com/courses/sql-server-security-fundamentals,Skills - Expanded,Jul 19 2023,by Pinal Dave,Beginner,1h 29m,https://pluralsight.imgix.net/course-images/sql-server-security-fundamentals-v1.png?w=120
125,Convert Categorical Variables into Quantitative Variables,https://www.pluralsight.com/courses/convert-categorical-variables-quantitative-variables,Skills - Expanded,Jul 18 2023,"by Jason Browning, Ph.D.",Intermediate,18m,https://pluralsight.imgix.net/course-images/convert-categorical-variables-quantitative-variables-v1.jpg?w=120
126,Malware Analysis: Initial File Triage,https://www.pluralsight.com/courses/initial-file-triage-malware-analysis,Skills - Expanded,Jul 17 2023,by Josh Stroschein,Intermediate,1h 35m,https://pluralsight.imgix.net/course-images/initial-file-triage-malware-analysis-v1.jpg?w=120
127,Secure Coding with OWASP in Django 4,https://www.pluralsight.com/courses/django-4-owasp-secure-coding,Skills - Expanded,Jul 15 2023,by Sangeeta Singh,Advanced,3h 7m,https://pluralsight.imgix.net/course-images/django-4-owasp-secure-coding-v1.jpg?w=120
128,Product Management: Strategy and Vision,https://www.pluralsight.com/courses/product-management-strategy-vision,Skills - Expanded,Jul 14 2023,by Jeremy Jarrell,Beginner,48m,https://pluralsight.imgix.net/course-images/product-management-strategy-vision-v1.png?w=120
129,TensorFlow Developer Certificate - TensorFlow Developer Skills,https://www.pluralsight.com/courses/tensorflow-developer-certificate-skills,Skills - Expanded,Jul 13 2023,by Dhiraj Kumar,Beginner,1h 28m,https://pluralsight.imgix.net/course-images/tensorflow-developer-certificate-skills-v1.jpg?w=120
130,Introduction to Data Analytics on Google Cloud,https://www.pluralsight.com/courses/introduction-data-analytics-google-cloud,Skills - Expanded,Jul 13 2023,by Google Cloud,Beginner,53m,https://pluralsight.imgix.net/course-images/introduction-data-analytics-google-cloud-v1.png?w=120
131,Microservices Architectural Design Patterns Playbook,https://www.pluralsight.com/courses/microservices-playbook-architectural-design-patterns,Skills,Jul 13 2023,by Rag Dhiman,Intermediate,13h 23m,https://pluralsight.imgix.net/course-images/microservices-playbook-architectural-design-patterns-v1.png?w=120
132,AI and Office,https://www.pluralsight.com/courses/ai-office,Skills - Expanded,Jul 12 2023,by ClipTraining,Intermediate,58m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
133,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook,Skills - Expanded,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
134,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook5,Skills - Expanded,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
135,Achieving Advanced Insights with BigQuery,https://www.pluralsight.com/courses/achieving-advanced-insights-bigquery-5,Skills - Expanded,Jul 12 2023,by Google Cloud,Beginner,1h 40m,https://pluralsight.imgix.net/course-images/achieving-advanced-insights-bigquery-5-v1.png?w=120
136,Security Hot Takes: ChatGPT,https://www.pluralsight.com/courses/chatgpt-security-hot-take,Skills - Expanded,Jul 12 2023,by Aaron Rosenmund,Beginner,14m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
137,Achieving Advanced Insights with BigQuery,https://www.pluralsight.com/courses/achieving-advanced-insights-bigquery-50,Skills - Expanded,Jul 12 2023,by Google Cloud,Beginner,1h 40m,https://pluralsight.imgix.net/course-images/achieving-advanced-insights-bigquery-5-v1.png?w=120
138,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook3,Skills - Expanded,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
139,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook0,Skills - Expanded,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
140,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design5,Skills - Expanded,Jul 12 2023,by Pluralsight,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
141,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design1,Skills - Expanded,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
142,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations2,Skills - Expanded,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
143,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations3,Skills - Expanded,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
144,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design0,Skills - Expanded,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
145,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook4,Skills - Expanded,Jul 12 2023,by Pluralsight,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
146,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook1,Skills - Expanded,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
147,Angular Routing and Navigation Playbook,https://www.pluralsight.com/courses/angular-routing-navigation-playbook2,Skills - Expanded,Jul 12 2023,by Lara Newsom,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/angular-routing-navigation-playbook-v1.jpg?w=120
148,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design2,Skills - Expanded,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
149,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations4,Skills - Expanded,Jul 12 2023,by Pluralsight,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
150,Introduction to SQL Server,https://www.pluralsight.com/courses/introduction-sql-server,Skills - Expanded,Jul 12 2023,by Ben Weissman,Beginner,1h 1m,https://pluralsight.imgix.net/course-images/introduction-sql-server-v1.jpg?w=120
151,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design,Skills - Expanded,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
152,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations,Skills - Expanded,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
153,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design4,Skills - Expanded,Jul 12 2023,by Pluralsight,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
154,Interaction Design Fundamentals,https://www.pluralsight.com/courses/fundamentals-interaction-design3,Skills - Expanded,Jul 12 2023,by Anthony Alampi,Beginner,1h 30m,https://pluralsight.imgix.net/course-images/fundamentals-interaction-design-v1.jpg?w=120
155,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations0,Skills - Expanded,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
156,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations5,Skills - Expanded,Jul 12 2023,by Pluralsight,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
157,Vue 3 Animations,https://www.pluralsight.com/courses/vue-3-animations1,Skills - Expanded,Jul 12 2023,by Ed Freitas,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/vue-3-animations-v1.jpg?w=120
158,Vue 3 Fundamentals,https://www.pluralsight.com/courses/vue-3-fundamentals,Skills - Expanded,Jul 11 2023,by Pluralsight,Beginner,5h 41m,https://pluralsight.imgix.net/course-images/vue-3-fundamentals-v1.png?w=120
159,Building Enterprise ASP.NET Core 6 Blazor Applications,https://www.pluralsight.com/courses/asp-dot-net-core-6-blazor-applications-building-enterprise,Skills - Expanded,Jul 11 2023,by Dino Esposito,Advanced,3h 28m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-blazor-applications-building-enterprise-v1.jpg?w=120
160,Vue 3 Forms,https://www.pluralsight.com/courses/vue-3-forms,Skills - Expanded,Jul 11 2023,by Shawn Wildermuth,Intermediate,2h ,https://pluralsight.imgix.net/course-images/vue-3-forms-v2.png?w=120
161,Angular Fundamentals,https://www.pluralsight.com/courses/fundamentals-angular,Skills - Expanded,Jul 11 2023,by Jim Cooper,Beginner,4h 52m,https://pluralsight.imgix.net/course-images/fundamentals-angular-v1.png?w=120
162,ChatGPT and Generative AI: The Big Picture,https://www.pluralsight.com/courses/chatgpt-generativeai-big-picture,Skills - Expanded,Jul 11 2023,by Amber Israelsen,Beginner,36m,https://pluralsight.imgix.net/course-images/chatgpt-generativeai-big-picture-v1.jpg?w=120
163,Angular: The Big Picture,https://www.pluralsight.com/courses/big-picture-angular,Skills - Expanded,Jul 11 2023,by Joe Eames,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/big-picture-angular-v1.png?w=120
164,TQ AI Channel Introduction,https://www.pluralsight.com/courses/tq-ai-channel-introduction,Skills - Expanded,Jul 10 2023,by Pluralsight,Beginner,1m,https://pluralsight.imgix.net/course-images/tq-ai-channel-introduction-v1.jpg?w=120
165,AWS Certified Developer - Associate (DVA-C02),https://www.pluralsight.com/courses/aws-certified-developer---associate-dva-c01,Skills,Jul 10 2023,by Faye Ellis,Intermediate,20h 47m,https://pluralsight.imgix.net/course-images/aws-certified-developer---associate-dva-c01-v1.jpg?w=120
166,Network Analysis with Real Intelligence Threat Analytics (RITA),https://www.pluralsight.com/courses/rita-network-analysis,Skills - Expanded,Jul 10 2023,by Pluralsight,Intermediate,24m,https://pluralsight.imgix.net/course-images/rita-network-analysis-v1.jpg?w=120
