,title,title_url_selector,date,author,level,length,icon
2507,Microsoft Identity and Access: Implementing an Identity Governance Strategy,https://www.pluralsight.com/courses/microsoft-identity-access-implementing-identity-governance-strategy-cert,Jul 21 2021,by Sahil Malik,Intermediate,1h 9m,https://pluralsight.imgix.net/course-images/microsoft-identity-access-implementing-identity-governance-strategy-cert-v1.jpg?w=120
2508,Easy Healthy Tests with Component Harnesses,https://www.pluralsight.com/courses/ng-conf-2021-session-11,Jul 21 2021,by ng-conf,Intermediate,5m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-11-v1.jpg?w=120
2509,Workshop: JamstackNG: Angular + Scully,https://www.pluralsight.com/courses/ng-conf-2021-session-29,Jul 21 2021,by ng-conf,Intermediate,2h 57m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-29-v1.jpg?w=120
2510,Innovating with Data and Google Cloud,https://www.pluralsight.com/courses/innovating-data-google-cloud-1,Jul 21 2021,by Google Cloud,Beginner,1h 25m,https://pluralsight.imgix.net/course-images/innovating-data-google-cloud-1-v1.png?w=120
2511,Workshop: Reactive Angular Part 2,https://www.pluralsight.com/courses/ng-conf-2021-session-32-part-2,Jul 21 2021,by ng-conf,Intermediate,1h 47m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-32-part-2-v1.jpg?w=120
2512,Fundamentals of Citrix Cloud,https://www.pluralsight.com/courses/fundamentals-citrix-cloud,Jul 21 2021,by citrix,Beginner,1h 54m,https://pluralsight.imgix.net/course-images/fundamentals-citrix-cloud-v3.png?w=120
2513,Workshop: Learn NgRx Part 1,https://www.pluralsight.com/courses/ng-conf-2021-session-34-part-1,Jul 21 2021,by ng-conf,Intermediate,1h 35m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-34-part-1-v1.jpg?w=120
2514,Azure Arc: The Big Picture,https://www.pluralsight.com/courses/azure-arc-big-picture,Jul 20 2021,by Ben Weissman,Beginner,37m,https://pluralsight.imgix.net/course-images/azure-arc-big-picture-v1.jpg?w=120
2515,Developing Node.js Apps with Docker,https://www.pluralsight.com/courses/nodejs-docker-developing-apps,Jul 20 2021,by Piotr Gaczkowski,Intermediate,2h 3m,https://pluralsight.imgix.net/course-images/nodejs-docker-developing-apps-v1.jpg?w=120
2516,Infrastructure and Application Modernization with Google Cloud,https://www.pluralsight.com/courses/infrastructure-application-modernization-google-cloud-1,Jul 20 2021,by Google Cloud,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/infrastructure-application-modernization-google-cloud-1-v1.png?w=120
2517,Design Principles for Machine Learning Framework,https://www.pluralsight.com/courses/design-principles-machine-learning-framework,Jul 20 2021,by Abdul Rehman Yousaf,Beginner,1h 23m,https://pluralsight.imgix.net/course-images/design-principles-machine-learning-framework-v1.jpg?w=120
2518,React 17 Security: Best Practices,https://www.pluralsight.com/courses/react-security-best-practices,Jul 20 2021,by Marcin Hoppe,Intermediate,1h 5m,https://pluralsight.imgix.net/course-images/react-security-best-practices-v1.jpg?w=120
2519,Getting Started with HashiCorp Packer,https://www.pluralsight.com/courses/hashicorp-packer-getting-started,Jul 20 2021,by Paul Kirby,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/hashicorp-packer-getting-started-v1.jpg?w=120
2520,Build an Image Classifier with Microsoft Azure Cognitive Service,https://www.pluralsight.com/courses/build-image-classifier-microsoft-azure-classifier-cognitive-service,Jul 20 2021,by Axel Sirota,Intermediate,58m,https://pluralsight.imgix.net/course-images/build-image-classifier-microsoft-azure-classifier-cognitive-service-v1.jpg?w=120
2521,Lean Software Development Fundamentals,https://www.pluralsight.com/courses/lean-software-development-fundamentals,Jul 19 2021,by Stephen Haunts,Intermediate,2h 35m,https://pluralsight.imgix.net/course-images/lean-software-development-fundamentals-v1.jpg?w=120
2522,Building Applications with React 17 and Redux,https://www.pluralsight.com/courses/react-redux-react-router-es6,Jul 19 2021,by Cory House,Intermediate,6h 38m,https://pluralsight.imgix.net/course-images/react-redux-react-router-es6-v1.jpg?w=120
2523,Deploying Stateful Applications in Kubernetes,https://www.pluralsight.com/courses/kubernetes-deploying-stateful-applications,Jul 19 2021,by Philippe Collignon,Advanced,2h 52m,https://pluralsight.imgix.net/course-images/kubernetes-deploying-stateful-applications-v1.jpg?w=120
2524,Increase Your Productivity with Component Sandboxes and Stories,https://www.pluralsight.com/courses/ng-conf-2021-session-02,Jul 19 2021,by ng-conf,Intermediate,21m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-02-v1.jpg?w=120
2525,Day 1 Keynote,https://www.pluralsight.com/courses/ng-conf-2021-session-01,Jul 19 2021,by ng-conf,Intermediate,40m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-01-v1.jpg?w=120
2526,Federated Angular: Why and How?,https://www.pluralsight.com/courses/ng-conf-2021-session-03,Jul 19 2021,by ng-conf,Intermediate,21m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-03-v1.jpg?w=120
2527,Angular and Core Web Vitals,https://www.pluralsight.com/courses/ng-conf-2021-session-15,Jul 19 2021,by ng-conf,Intermediate,11m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-15-v1.jpg?w=120
2528,Reactive Error-handling in Angular,https://www.pluralsight.com/courses/ng-conf-2021-session-09,Jul 19 2021,by ng-conf,Intermediate,14m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-09-v1.jpg?w=120
2529,Workshop: Advanced Application Architecture with MicroFrontends Part 1,https://www.pluralsight.com/courses/ng-conf-2021-session-38-part-1,Jul 19 2021,by ng-conf,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-38-part-1-v1.jpg?w=120
2530,Switch Map Wizard,https://www.pluralsight.com/courses/ng-conf-2021-session-10,Jul 19 2021,by ng-conf,Intermediate,22m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-10-v1.jpg?w=120
2531,Ionic Angular: Making Capacitor Flux with NativeScript,https://www.pluralsight.com/courses/ng-conf-2021-session-05,Jul 19 2021,by ng-conf,Intermediate,18m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-05-v1.jpg?w=120
2532,SPA as Platform with Micro-frontends and Capabilities,https://www.pluralsight.com/courses/ng-conf-2021-session-04,Jul 19 2021,by ng-conf,Intermediate,23m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-04-v1.jpg?w=120
2533,"Workshop: Serverless Angular: Deployment, Dynamic Data, Auth, and More! Part 1",https://www.pluralsight.com/courses/workshop-serverless-angular-deployment-dynamic-data-auth-more-part-1,Jul 19 2021,by ng-conf,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/workshop-serverless-angular-deployment-dynamic-data-auth-more-part-1-v1.jpg?w=120
2534,Using WebAssembly to Build Fast & Secure Web Apps,https://www.pluralsight.com/courses/ng-conf-2021-session-08,Jul 19 2021,by ng-conf,Intermediate,17m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-08-v1.jpg?w=120
2535,"Headless CMS- Build Apps, Not Content",https://www.pluralsight.com/courses/ng-conf-2021-session-26,Jul 19 2021,by ng-conf,Intermediate,5m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-26-v1.jpg?w=120
2536,Developing Teamwork Skills,https://www.pluralsight.com/courses/developing-teamwork-skills,Jul 19 2021,by Emily Luijbregts,Beginner,47m,https://pluralsight.imgix.net/course-images/developing-teamwork-skills-v1.jpg?w=120
2537,Workshop: Develop at Scale with Nx Monorepos Day 1 Part 2,https://www.pluralsight.com/courses/ng-conf-2021-session-35-part-2,Jul 19 2021,by ng-conf,Intermediate,1h 40m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-35-part-2-v1.jpg?w=120
2538,Workshop: Learn NgRx Part 3,https://www.pluralsight.com/courses/ng-conf-2021-session-34-part-3,Jul 19 2021,by ng-conf,Intermediate,1h 57m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-34-part-3-v1.jpg?w=120
2539,Routeception! How to Use the Angular Router in Micro-Frontends,https://www.pluralsight.com/courses/ng-conf-2021-session-06,Jul 19 2021,by ng-conf,Intermediate,5m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-06-v1.jpg?w=120
2540,Workshop: Advanced RxJS Part 3,https://www.pluralsight.com/courses/ng-conf-2021-session-37-part-3,Jul 19 2021,by ng-conf,Intermediate,2h 12m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-37-part-3-v1.jpg?w=120
2541,Microsoft Azure Fundamentals: Preparing to Take the AZ-900 Exam,https://www.pluralsight.com/courses/microsoft-azure-fundamentals-prepare-az-900-exam-cert,Jul 19 2021,by Vlad Catrinescu,Beginner,44m,https://pluralsight.imgix.net/course-images/microsoft-azure-fundamentals-prepare-az-900-exam-cert-v1.jpg?w=120
2542,5 Typescript Tricks for Angular,https://www.pluralsight.com/courses/ng-conf-2021-session-19,Jul 19 2021,by ng-conf,Intermediate,5m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-19-v1.jpg?w=120
2543,Scully Scully Bo Bully Banana Fana Bo Fully Me My Mo Mully,https://www.pluralsight.com/courses/ng-conf-2021-session-16,Jul 19 2021,by ng-conf,Intermediate,4m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-16-v1.jpg?w=120
2544,Workshop: Develop at Scale with Nx Monorepos Day 2 Part 2,https://www.pluralsight.com/courses/ng-conf-2021-session-35-part-4,Jul 19 2021,by ng-conf,Intermediate,1h 23m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-35-part-4-v1.jpg?w=120
2545,Living La Vida Transloco-On the New Player in i18n/l10n,https://www.pluralsight.com/courses/ng-conf-2021-session-07,Jul 19 2021,by ng-conf,Intermediate,5m,https://pluralsight.imgix.net/course-images/ng-conf-2021-session-07-v1.jpg?w=120
2546,vSphere Data Center Virtualization: Administrative and Operational Tasks,https://www.pluralsight.com/courses/vsphere-data-center-virtualization-administrative-operational-tasks,Jul 17 2021,by Ryan Shultz,Intermediate,2h 36m,https://pluralsight.imgix.net/course-images/vsphere-data-center-virtualization-administrative-operational-tasks-v1.jpg?w=120
2547,Building Bots with Microsoft’s Bot Framework 4: Getting Started,https://www.pluralsight.com/courses/microsoft-bot-framework-building-bots-getting-started-2019,Jul 16 2021,by Matthew Kruczek,Intermediate,4h 21m,https://pluralsight.imgix.net/course-images/microsoft-bot-framework-building-bots-getting-started-2019-v1.png?w=120
2548,Securing and Maintaining Stored Procedures in T-SQL,https://www.pluralsight.com/courses/securing-maintaining-stored-procedures-tsql,Jul 16 2021,by Jared Westover,Intermediate,2h ,https://pluralsight.imgix.net/course-images/securing-maintaining-stored-procedures-tsql-v2.png?w=120
2549,Angular 12 Services,https://www.pluralsight.com/courses/angular-services,Jul 16 2021,by Brice Wilson,Intermediate,2h 17m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
2550,Cryptography for SSCP®,https://www.pluralsight.com/courses/cryptography-sscp-cert,Jul 16 2021,by Dr. Lyron H. Andrews,Intermediate,1h 49m,https://pluralsight.imgix.net/course-images/cryptography-sscp-cert-v1.jpg?w=120
2551,Microsoft Azure Fundamentals: Introduction to the AZ-900 Exam,https://www.pluralsight.com/courses/microsoft-azure-fundamentals-intro-az-900-exam-cert,Jul 15 2021,by Vlad Catrinescu,Beginner,22m,https://pluralsight.imgix.net/course-images/microsoft-azure-fundamentals-intro-az-900-exam-cert-v1.jpg?w=120
2552,Introduction to the SQL Server Mobile Report Publisher,https://www.pluralsight.com/courses/introduction-sql-server-mobile-report-publisher,Jul 15 2021,by Robert Cain,Beginner,1h 37m,https://pluralsight.imgix.net/course-images/introduction-sql-server-mobile-report-publisher-v1.jpg?w=120
2553,Web Application Penetration Testing: Business Logic Testing,https://www.pluralsight.com/courses/web-application-penetration-testing-business-logic-testing,Jul 15 2021,by Cristian Pascariu,Intermediate,1h 4m,https://pluralsight.imgix.net/course-images/web-application-penetration-testing-business-logic-testing-v1.jpg?w=120
2554,Mastering Microsoft Azure Resource Manager Architecture,https://www.pluralsight.com/courses/mastering-microsoft-azure-resource-manager-architecture,Jul 15 2021,by James Bannan,Advanced,3h 23m,https://pluralsight.imgix.net/course-images/mastering-microsoft-azure-resource-manager-architecture-v1.jpg?w=120
2555,Monitoring and Scaling Applications in Kubernetes,https://www.pluralsight.com/courses/kubernetes-monitoring-scaling-applications,Jul 14 2021,by Tapan Ghatalia,Advanced,1h 21m,https://pluralsight.imgix.net/course-images/kubernetes-monitoring-scaling-applications-v1.jpg?w=120
2556,Creating Custom Resources in Kubernetes 1,https://www.pluralsight.com/courses/kubernetes-creating-custom-resources,Jul 14 2021,by Zachary Bennett,Intermediate,1h 47m,https://pluralsight.imgix.net/course-images/kubernetes-creating-custom-resources-v1.jpg?w=120
2557,Mitigate Threats Using Microsoft 365 Defender,https://www.pluralsight.com/courses/mitigate-threats-microsoft-365-defender,Jul 14 2021,by Rishalin Pillay,Intermediate,2h 12m,https://pluralsight.imgix.net/course-images/mitigate-threats-microsoft-365-defender-v1.jpg?w=120
2558,Getting Started with Microsoft Azure Computer Vision API,https://www.pluralsight.com/courses/getting-started-microsoft-azure-computer-vision-api,Jul 14 2021,by Axel Sirota,Beginner,46m,https://pluralsight.imgix.net/course-images/getting-started-microsoft-azure-computer-vision-api-v1.png?w=120
2559,Configuring Prometheus 2 to Collect Metrics,https://www.pluralsight.com/courses/prometheus-configuring-collect-metrics,Jul 14 2021,by Chris Green,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/prometheus-configuring-collect-metrics-v1.jpg?w=120
2560,Build a Face Recognition Solution with Microsoft Azure Face API,https://www.pluralsight.com/courses/build-face-recognition-solution-microsoft-azure-face-api,Jul 14 2021,by Axel Sirota,Intermediate,1h ,https://pluralsight.imgix.net/course-images/build-face-recognition-solution-microsoft-azure-face-api-v1.jpg?w=120
2561,Build a Conversational AI Solution with Microsoft Azure,https://www.pluralsight.com/courses/build-conversational-ai-solution-microsoft-azure,Jul 14 2021,by Dayo Bamikole,Advanced,34m,https://pluralsight.imgix.net/course-images/build-conversational-ai-solution-microsoft-azure-v1.jpg?w=120
2562,Certification in Business Data Analytics (IIBA®-CBDA): Essential Data Analytics Concepts,https://www.pluralsight.com/courses/essential-data-analytics-concepts-iiba-cbda-certification,Jul 14 2021,by Jamie Champagne,Intermediate,38m,https://pluralsight.imgix.net/course-images/essential-data-analytics-concepts-iiba-cbda-certification-v1.jpg?w=120
2563,Azure Arc Enabled SQL Server: First Look,https://www.pluralsight.com/courses/azure-arc-enabled-sql-server,Jul 14 2021,by Rag Dhiman,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/azure-arc-enabled-sql-server-v1.jpg?w=120
2564,Microsoft 365 Security Management Fundamentals,https://www.pluralsight.com/courses/microsoft-365-security-management-fundamentals,Jul 14 2021,by Phil Chapman,Intermediate,3h 1m,https://pluralsight.imgix.net/course-images/microsoft-365-security-management-fundamentals-v1.jpg?w=120
2565,Building and Managing Your Career Plan,https://www.pluralsight.com/courses/career-plan-building-managing,Jul 13 2021,by Jason Alba,Beginner,2h 10m,https://pluralsight.imgix.net/course-images/career-plan-building-managing-v2.jpg?w=120
2566,Developing Mobile-specific Features with Flutter,https://www.pluralsight.com/courses/developing-mobile-specific-features-flutter,Jul 13 2021,by Federico Mestrone,Advanced,1h 36m,https://pluralsight.imgix.net/course-images/developing-mobile-specific-features-flutter-v1.jpg?w=120
2567,Perform Attacks with Metasploit,https://www.pluralsight.com/courses/perform-attacks-metasploit,Jul 13 2021,by Kevin Cardwell,Intermediate,2h 9m,https://pluralsight.imgix.net/course-images/perform-attacks-metasploit-v1.jpg?w=120
2568,Build Visualizations and Dashboards in Kibana 7,https://www.pluralsight.com/courses/build-visualizations-dashboards-kibana,Jul 12 2021,by Saravanan Dhandapani,Intermediate,1h 43m,https://pluralsight.imgix.net/course-images/build-visualizations-dashboards-kibana-v1.jpg?w=120
2569,Tableau Desktop Certified Professional - Storytelling,https://www.pluralsight.com/courses/tableau-desktop-certified-professional-storytelling,Jul 12 2021,by Adam Crahen,Beginner,1h 7m,https://pluralsight.imgix.net/course-images/tableau-desktop-certified-professional-storytelling-v1.jpg?w=120
2570,Understanding Culture Intelligence,https://www.pluralsight.com/courses/understanding-culture-intelligence,Jul 12 2021,by Adhithi Ravichandran,Intermediate,55m,https://pluralsight.imgix.net/course-images/understanding-culture-intelligence-v1.jpg?w=120
2571,"Microsoft Security, Compliance, and Identity Fundamentals: Compliance Solutions",https://www.pluralsight.com/courses/msft-security-compliance-identity-fundamentals-compliance-solutions,Jul 9 2021,by Vlad Catrinescu,Intermediate,2h 23m,https://pluralsight.imgix.net/course-images/msft-security-compliance-identity-fundamentals-compliance-solutions-v1.jpg?w=120
2572,Tableau Desktop Certified Associate - Calculations,https://www.pluralsight.com/courses/tableau-desktop-certified-associate-calculations,Jul 9 2021,by Pooja Gandhi,Beginner,32m,https://pluralsight.imgix.net/course-images/tableau-desktop-certified-associate-calculations-v1.jpg?w=120
2573,Common DAX Expressions and Scenarios Power BI Playbook,https://www.pluralsight.com/courses/common-dax-expressions-scenarios-power-bi-playbook,Jul 8 2021,by Andrew McSwiggan,Beginner,5h 23m,https://pluralsight.imgix.net/course-images/common-dax-expressions-scenarios-power-bi-playbook-v2.jpg?w=120
2574,Summarizing Data and Deducing Probabilities,https://www.pluralsight.com/courses/summarizing-data-deducing-probabilities,Jul 8 2021,by Janani Ravi,Intermediate,2h 50m,https://pluralsight.imgix.net/course-images/summarizing-data-deducing-probabilities-v1.png?w=120
2575,Angular 12 HTTP Communication,https://www.pluralsight.com/courses/angular-http-communication,Jul 8 2021,by Brice Wilson,Intermediate,2h 33m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
2576,Build a Form Recognizer With Microsoft Azure Computer Vision,https://www.pluralsight.com/courses/build-form-recognizer-microsoft-azure-computer-vision-api,Jul 8 2021,by Jamie Maguire,Intermediate,39m,https://pluralsight.imgix.net/course-images/build-form-recognizer-microsoft-azure-computer-vision-api-v1.jpg?w=120
2577,Build Your First Data Visualization with ng2-charts 2,https://www.pluralsight.com/courses/build-first-data-visualization-ng-two-charts,Jul 8 2021,by Ervis Trupja,Beginner,44m,https://pluralsight.imgix.net/course-images/build-first-data-visualization-ng-two-charts-v1.jpg?w=120
2578,DevOps with GitHub and Azure: Implementing Software Supply Chain Security with GitHub,https://www.pluralsight.com/courses/devops-github-azure-implementing-software-supply-chain-security,Jul 8 2021,by Daniel Krzyczkowski,Intermediate,55m,https://pluralsight.imgix.net/course-images/devops-github-azure-implementing-software-supply-chain-security-v1.jpg?w=120
2579,Implementing Concurrency in Java (Java SE 11 Developer Certification 1Z0-819),https://www.pluralsight.com/courses/java-concurrency-implementing-certification-1z0-819,Jul 7 2021,by Maaike van Putten,Intermediate,2h 27m,https://pluralsight.imgix.net/course-images/java-concurrency-implementing-certification-1z0-819-v1.jpg?w=120
2580,Planning and Scoping for CompTIA Pentest+,https://www.pluralsight.com/courses/planning-scoping-pentest-plus-cert,Jul 7 2021,by Ricardo Reimao,Intermediate,1h 46m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2581,Building Scalable Java Microservices with Spring Boot and Spring Cloud,https://www.pluralsight.com/courses/building-scalable-java-microservices-spring-boot-spring-cloud-1,Jul 7 2021,by Google Cloud,Intermediate,27m,https://pluralsight.imgix.net/course-images/building-scalable-java-microservices-spring-boot-spring-cloud-1-v1.png?w=120
2582,Leading Planning and Review Meetings,https://www.pluralsight.com/courses/leading-planning-review-meetings,Jul 7 2021,by David Starr,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/leading-planning-review-meetings-v1.jpg?w=120
2583,A Practical Start with React 17,https://www.pluralsight.com/courses/react-practical-start,Jul 6 2021,by Roland Guijt,Beginner,1h 48m,https://pluralsight.imgix.net/course-images/react-practical-start-v1.jpg?w=120
2584,Microsoft Azure IoT Developer: Implement the Device Provisioning Service (DPS),https://www.pluralsight.com/courses/microsoft-azure-iot-developer-implement-device-provisioning-service-dps,Jul 6 2021,by Jurgen Kevelaers,Advanced,39m,https://pluralsight.imgix.net/course-images/microsoft-azure-iot-developer-implement-device-provisioning-service-dps-v1.png?w=120
2585,Microsoft Azure IoT Developer: Configure Solutions for Time Series Insights (TSI),https://www.pluralsight.com/courses/microsoft-azureiot-developer-configure-solutions-time-series-insights-tsi,Jul 6 2021,by Jurgen Kevelaers,Advanced,1h 6m,https://pluralsight.imgix.net/course-images/microsoft-azureiot-developer-configure-solutions-time-series-insights-tsi-v1.png?w=120
2586,Microsoft Azure IoT Developer: Configure Routing in Azure IoT Hub,https://www.pluralsight.com/courses/microsoft-azure-iot-developer-configure-routing-azure-iot-hub,Jul 6 2021,by Jurgen Kevelaers,Advanced,33m,https://pluralsight.imgix.net/course-images/microsoft-azure-iot-developer-configure-routing-azure-iot-hub-v1.png?w=120
2587,GitHub: Getting Started,https://www.pluralsight.com/courses/github-getting-started,Jul 6 2021,by Gill Cleeren,Beginner,4h 3m,https://pluralsight.imgix.net/course-images/github-getting-started-v1.png?w=120
2588,Microsoft Azure IoT Developer: Configure Stream Processing,https://www.pluralsight.com/courses/microsoft-azure-iot-developer-configure-stream-processing,Jul 6 2021,by Jurgen Kevelaers,Advanced,49m,https://pluralsight.imgix.net/course-images/microsoft-azure-iot-developer-configure-stream-processing-v1.png?w=120
2589,"Microsoft Azure Monthly Update: July 2021, Episode 6",https://www.pluralsight.com/courses/microsoft-azure-monthly-update-july-2021-episode-6,Jul 6 2021,by John Savill,Beginner,32m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2590,Exam Alert: Process and Manage IoT Data in Microsoft Azure,https://www.pluralsight.com/courses/exam-alert-process-manage-iot-data-microsoft-azure,Jul 6 2021,by Jurgen Kevelaers,Advanced,39m,https://pluralsight.imgix.net/course-images/exam-alert-process-manage-iot-data-microsoft-azure-v1.png?w=120
2591,Microsoft Azure IoT Developer: Manage IoT Devices with IoT Hub,https://www.pluralsight.com/courses/microsoft-azure-iot-developer-manage-iot-devices-iot-hub,Jul 6 2021,by Jurgen Kevelaers,Advanced,56m,https://pluralsight.imgix.net/course-images/microsoft-azure-iot-developer-manage-iot-devices-iot-hub-v1.png?w=120
2592,Exam Alert: Provision and Manage IoT Devices in Microsoft Azure,https://www.pluralsight.com/courses/exam-alert-provision-manage-iot-devices-microsoft-azure,Jul 6 2021,by Jurgen Kevelaers,Advanced,32m,https://pluralsight.imgix.net/course-images/exam-alert-provision-manage-iot-devices-microsoft-azure-v1.png?w=120
2593,Managing Your Emotions in the Workplace,https://www.pluralsight.com/courses/managing-emotions-workplace,Jul 2 2021,by Alan Ackmann,Beginner,1h 1m,https://pluralsight.imgix.net/course-images/managing-emotions-workplace-v1.jpg?w=120
2594,Creating High-quality UX with AndroidX,https://www.pluralsight.com/courses/androidx-creating-high-quality-ux,Jul 2 2021,by Sriyank Siddhartha,Intermediate,2h 10m,https://pluralsight.imgix.net/course-images/androidx-creating-high-quality-ux-v1.jpg?w=120
2595,Microsoft 365 Messaging: Managing Mail Architecture,https://www.pluralsight.com/courses/msft-365-messaging-managing-mail-architecture,Jul 2 2021,by Aaron Sampson,Intermediate,3h 18m,https://pluralsight.imgix.net/course-images/msft-365-messaging-managing-mail-architecture-v1.jpg?w=120
2596,AWS SysOps Admin: Provision and Maintain Cloud Resources,https://www.pluralsight.com/courses/aws-sysops-admin-provision-maintain-cloud-resources,Jul 1 2021,by Amber Israelsen,Intermediate,1h 22m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-provision-maintain-cloud-resources-v1.jpg?w=120
2597,"AWS SysOps Admin: Implement Metrics, Alarms, and Filters",https://www.pluralsight.com/courses/aws-sysops-admin-implement-metrics-alarms-filters,Jul 1 2021,by Wes Novack,Intermediate,1h 33m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-metrics-alarms-filters-v2.png?w=120
2598,"AWS SysOps Admin: Configure Domains, DNS Services, and Content Delivery",https://www.pluralsight.com/courses/aws-sysops-admin-configure-domains-dns-services-content-delivery,Jul 1 2021,by Ned Bellavance,Intermediate,2h 22m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-configure-domains-dns-services-content-delivery-v1.png?w=120
2599,Build an Object Detection Solution with Microsoft Azure Custom Vision Service,https://www.pluralsight.com/courses/build-object-detection-solution-microsoft-azure-custom-vision-service,Jul 1 2021,by Jurgen Kevelaers,Intermediate,36m,https://pluralsight.imgix.net/course-images/build-object-detection-solution-microsoft-azure-custom-vision-service-v1.png?w=120
2600,"Microsoft Security, Compliance, and Identity Fundamentals: Identity and Access Management Solutions",https://www.pluralsight.com/courses/msft-security-compliance-identity-fundamentals-management-solutions,Jul 1 2021,by Vlad Catrinescu,Intermediate,2h 22m,https://pluralsight.imgix.net/course-images/msft-security-compliance-identity-fundamentals-management-solutions-v1.jpg?w=120
2601,AWS SysOps Admin: Implement High Availability and Resilient Environments,https://www.pluralsight.com/courses/aws-sysops-admin-implement-high-availability-resilient-environments,Jul 1 2021,by Pluralsight,Intermediate,54m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-high-availability-resilient-environments-v1.png?w=120
2602,AWS SysOps Admin: Implement Performance Optimization Strategies,https://www.pluralsight.com/courses/aws-sysops-admin-implement-performance-optimization-strategies,Jul 1 2021,by Mateo Prigl,Intermediate,52m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-performance-optimization-strategies-v1.jpg?w=120
2603,AWS SysOps Admin: Automate Manual or Repeatable Processes,https://www.pluralsight.com/courses/aws-sysops-admin-automate-manual-repeatable-processes,Jul 1 2021,by Andru Estes,Intermediate,1h 32m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-automate-manual-repeatable-processes-v1.png?w=120
2604,AWS SysOps Admin: Implement Scalability and Elasticity,https://www.pluralsight.com/courses/aws-sysops-admin-implement-scalability-elasticity,Jul 1 2021,by Pluralsight,Intermediate,54m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-scalability-elasticity-v1.png?w=120
2605,AWS SysOps Admin: Remediate Issues Based on Monitoring and Availability Metrics,https://www.pluralsight.com/courses/aws-sysops-admin-remediate-issues-based-monitoring-availability-metrics,Jul 1 2021,by Wes Novack,Intermediate,35m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-remediate-issues-based-monitoring-availability-metrics-v1.png?w=120
2606,AWS SysOps Admin: Implement Networking Features and Connectivity,https://www.pluralsight.com/courses/aws-sysops-admin-implement-networking-features-connectivity,Jul 1 2021,by Michael Brown,Intermediate,1h ,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-networking-features-connectivity-v1.jpg?w=120
2607,AWS SysOps Admin: Implement and Manage Security and Compliance Policies,https://www.pluralsight.com/courses/aws-sysops-admin-implement-manage-security-compliance-policies,Jul 1 2021,by Andru Estes,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-manage-security-compliance-policies-v1.png?w=120
2608,Utilizing Zeek 4 in an Enterprise Environment or for Distributed Operations,https://www.pluralsight.com/courses/utilizing-zeek-enterprise-environment-distributed-operations,Jul 1 2021,by Michael Edie,Intermediate,1h 51m,https://pluralsight.imgix.net/course-images/utilizing-zeek-enterprise-environment-distributed-operations-v1.jpg?w=120
2609,Tableau Desktop Certified Associate - Organizing & Simplifying Data,https://www.pluralsight.com/courses/tableau-desktop-certified-associate-organizing-and-simplifying-data,Jul 1 2021,by Pooja Gandhi,Beginner,27m,https://pluralsight.imgix.net/course-images/tableau-desktop-certified-associate-organizing-and-simplifying-data-v1.jpg?w=120
