,title,title_url_selector,date,author,level,length,icon
8687,PMI-ACP®: Agile Continuous Improvement (8 of 11),https://www.pluralsight.com/courses/pmi-acp-agile-continuous-improvement,Aug 23 2017,by Chuck Cobb,Intermediate,1h 29m,https://pluralsight.imgix.net/course-images/audience/business-professional.jpg?w=120
8688,Getting Started with the Python 3 Standard Library,https://www.pluralsight.com/courses/python-standard-library-getting-started,Aug 23 2017,by Douglas Starnes,Beginner,2h 39m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8689,Building Beautiful Angular 7 Apps with PrimeNG,https://www.pluralsight.com/courses/angular-apps-prime-ng,Aug 23 2017,by Glen Smith,Intermediate,3h 8m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8690,Affinity Designer Fundamentals,https://www.pluralsight.com/courses/affinity-designer-fundamentals,Aug 23 2017,by Greg Warner,Beginner,4h 13m,https://pluralsight.imgix.net/course-images/affinity-designer-fundamentals-v1.jpg?w=120
8691,Getting Started with AWS Athena,https://www.pluralsight.com/courses/aws-athena-get-started,Aug 23 2017,by Aaron Medacco,Beginner,2h 13m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8692,Redux 3 Saga,https://www.pluralsight.com/courses/redux-saga,Aug 21 2017,by Daniel Stern,Advanced,2h 54m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8693,Providing Troubleshooting Support for Windows Users,https://www.pluralsight.com/courses/troubleshooting-support-windows-users,Aug 21 2017,by Mike Halsey,Beginner,1h 21m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8694,Running Applications in Microsoft Azure: Getting Started,https://www.pluralsight.com/courses/running-applications-microsoft-azure-getting-started,Aug 21 2017,by Matt Milner,Beginner,2h 15m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8695,Getting Started with AWS Developer Tools,https://www.pluralsight.com/courses/aws-developer-tools-getting-started,Aug 21 2017,by Joe Kelley,Beginner,1h 49m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8696,Maya Rigging Fundamentals,https://www.pluralsight.com/courses/maya-rigging-fundamentals,Aug 21 2017,by Peter Gend,Beginner,8h 49m,https://pluralsight.imgix.net/course-images/maya-rigging-fundamentals-v1.jpg?w=120
8697,Illustrator CC Creating a T-shirt Design,https://www.pluralsight.com/courses/adobe-illustrator-cc-creating-tshirt-design,Aug 21 2017,by Justin Seeley,Advanced,2h 15m,https://pluralsight.imgix.net/course-images/adobe-illustrator-cc-creating-tshirt-design-v1.jpg?w=120
8698,"Building an Enterprise App with WPF, MVVM, and Entity Framework Code First",https://www.pluralsight.com/courses/wpf-mvvm-entity-framework-app,Aug 21 2017,by Thomas Claudius Huber,Intermediate,8h 59m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8699,Using SQLite in Your iOS Apps,https://www.pluralsight.com/courses/sqlite-ios-apps,Aug 18 2017,by Chris Woodard,Intermediate,1h 14m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8700,Getting Started with Azure Automation,https://www.pluralsight.com/courses/azure-automation-getting-started,Aug 17 2017,by Thomas Rayner,Beginner,1h 10m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8701,Houdini: Stereoscopic Fundamentals,https://www.pluralsight.com/courses/houdini-stereoscopic-fundamentals,Aug 17 2017,by Andrew Kennedy,Intermediate,2h 49m,https://pluralsight.imgix.net/course-images/houdini-stereoscopic-fundamentals-v1.jpg?w=120
8702,Introducing System Center 2016 - Operations Manager (SCOM),https://www.pluralsight.com/courses/scom-2016-introducing,Aug 16 2017,by Greg Shields,Intermediate,56m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8703,PostgreSQL 9: Time and Temporal Data,https://www.pluralsight.com/courses/postgresql-time-temporal-data,Aug 16 2017,by Alex Korban,Intermediate,3h 36m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8704,Installing and Configuring System Center 2016 - Operations Manager (SCOM),https://www.pluralsight.com/courses/scom-2016-installing-configuring,Aug 16 2017,by Greg Shields,Intermediate,4h ,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8705,Managing and Maintaining Windows 10,https://www.pluralsight.com/courses/managing-maintaining-windows-10,Aug 16 2017,by Glenn Weadock,Intermediate,3h 17m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8706,Building Reliable Applications with the Java Message Service,https://www.pluralsight.com/courses/jms-building-reliable-applications,Aug 15 2017,by Kevin Jones,Intermediate,2h 10m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8707,Writing Penetration Testing Reports,https://www.pluralsight.com/courses/writing-penetration-testing-reports,Aug 15 2017,by Will Vandevanter,Intermediate,2h ,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8708,Building Serverless Applications in Azure,https://www.pluralsight.com/courses/azure-serverless-applications,Aug 15 2017,by Mark Heath,Beginner,4h 6m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8709,Introduction to Installing and Configuring Windows 10 and Configuring Windows Devices,https://www.pluralsight.com/courses/installing-configuring-windows-10-introduction,Aug 15 2017,by Glenn Weadock,Intermediate,29m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8710,Threat Modeling Fundamentals,https://www.pluralsight.com/courses/threat-modeling-fundamentals,Aug 14 2017,by Peter Mosmans,Intermediate,1h 29m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8711,"Being a Better Communicator: Grammar, De-jargoning, and Articulation",https://www.pluralsight.com/courses/being-better-communicator-grammar-dejargoning-articulation,Aug 14 2017,by Alan Ackmann,Intermediate,1h 26m,https://pluralsight.imgix.net/course-images/audience/business-professional.jpg?w=120
8712,The .NET Ecosystem: The Big Picture,https://www.pluralsight.com/courses/dotnet-ecosystem-big-picture,Aug 14 2017,by Barry Luijbregts,Beginner,1h 38m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8713,Managing Android App Data with SQLite,https://www.pluralsight.com/courses/android-managing-app-data-sqlite,Aug 11 2017,by Jim Wilson,Intermediate,4h 27m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8714,Improve SQL Server Performance with Compression,https://www.pluralsight.com/courses/improve-sql-server-performance-compression,Aug 11 2017,by Kathi Kellenberger,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8715,Managing SharePoint 2016 Search,https://www.pluralsight.com/courses/sharepoint-2016-managing-search,Aug 10 2017,by Mark Ingram,Intermediate,2h 19m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8716,Building Websites with Skeleton CSS,https://www.pluralsight.com/courses/building-websites-skeleton-css,Aug 9 2017,by Gary Simon,Intermediate,1h 16m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8717,Web App Hacking: Hacking Authentication,https://www.pluralsight.com/courses/hacking-authentication-web-app,Aug 9 2017,by Dawid Czagan,Beginner,1h ,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8718,Troubleshooting Memory and Disks with Sysinternals Tools,https://www.pluralsight.com/courses/troubleshooting-memory-disks-sysinternals-tools,Aug 8 2017,by Sami Laiho,Beginner,2h 51m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8719,CSSLP®: Secure Software Concepts,https://www.pluralsight.com/courses/csslp-secure-software-concepts,Aug 8 2017,by Kevin Henry,Intermediate,4h 35m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8720,Testing Automation: The Big Picture,https://www.pluralsight.com/courses/testing-automation-big-picture,Aug 8 2017,by Jason Roberts,Beginner,1h 6m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8721,Maya 2018 Animation Fundamentals,https://www.pluralsight.com/courses/maya-2018-animation-fundamentals,Aug 7 2017,by Mark Masters,Beginner,2h 51m,https://pluralsight.imgix.net/course-images/maya-2018-animation-fundamentals-v1.jpg?w=120
8722,Create and Manage Virtual Machines on Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-create-manage-virtual-machines,Aug 7 2017,by Mike Pfeiffer,Intermediate,4h 22m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8723,Advanced Azure Storage,https://www.pluralsight.com/courses/azure-advanced-storage,Aug 7 2017,by John Savill,Intermediate,2h 22m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8724,Unity Materials Fundamentals,https://www.pluralsight.com/courses/unity-materials-fundamentals,Aug 7 2017,by Christopher Pellow,Beginner,2h 19m,https://pluralsight.imgix.net/course-images/unity-materials-fundamentals-v1.jpg?w=120
8725,Securing ASP.NET Core with OAuth2 and OpenID Connect,https://www.pluralsight.com/courses/asp-dotnet-core-oauth2-openid-connect-securing,Aug 7 2017,by Kevin Dockx,Intermediate,5h 43m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8726,Docker Images and Containers for ASP.NET Core 2,https://www.pluralsight.com/courses/docker-images-containers-aspdotnet-core,Aug 4 2017,by Wes Higbee,Intermediate,4h ,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8727,Handling Fast Data with Apache Spark SQL and Streaming,https://www.pluralsight.com/courses/apache-spark-sql-fast-data-handling-streaming,Aug 4 2017,by Justin Pihony,Intermediate,4h 34m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8728,Threat Intelligence: The Big Picture,https://www.pluralsight.com/courses/threat-intelligence-big-picture,Aug 3 2017,by Cristian Pascariu,Beginner,1h 43m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8729,Techniques for Effective Character Skinning in Maya,https://www.pluralsight.com/courses/maya-techniques-effective-character-skinning,Aug 3 2017,by Carla Heinzel,Beginner,2h 36m,https://pluralsight.imgix.net/course-images/maya-techniques-effective-character-skinning-v1.jpg?w=120
8730,12 Principles of Animation in Maya,https://www.pluralsight.com/courses/maya-12-principles-animation,Aug 3 2017,by Brett Vanderkist,Beginner,3h 31m,https://pluralsight.imgix.net/course-images/maya-12-principles-animation-v1.jpg?w=120
8731,Colorizing Black and White Photographs,https://www.pluralsight.com/courses/photoshop-colorizing-black-white-photographs-2435,Aug 3 2017,by James Trory,Beginner,1h 19m,https://pluralsight.imgix.net/course-images/photoshop-colorizing-black-white-photographs-2435-v1.jpg?w=120
8732,Building a Deployment Pipeline for ASP.NET Core with Docker,https://www.pluralsight.com/courses/deployment-pipeline-aspdotnet-core-docker,Aug 3 2017,by Wes Higbee,Intermediate,4h 17m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8733,Cisco Data Center Network Design for CCDA DESGN (200-310),https://www.pluralsight.com/courses/data-center-network-design-ccda-desgn-200-310,Aug 3 2017,by Leigh Bogardis,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8734,Troubleshooting Difficult Problems in Windows,https://www.pluralsight.com/courses/troubleshooting-problems-windows,Aug 2 2017,by Mike Halsey,Intermediate,3h 40m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8735,Functional Programming with Python 2,https://www.pluralsight.com/courses/python-functional-programming,Aug 2 2017,by Gerald Britton,Advanced,1h 49m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8736,Getting Started with Asynchronous Apex on Force.com,https://www.pluralsight.com/courses/asynchronous-apex-on-forcedotcom-get-started,Aug 2 2017,by Scott Lee,Intermediate,1h 21m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8737,Creating Cross-platform Apps with Ionic and Electron,https://www.pluralsight.com/courses/ionic-electron-building-cross-platform-apps,Aug 2 2017,by Michael Callaghan,Intermediate,3h ,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8738,Wireless Network Penetration Testing Advanced Techniques,https://www.pluralsight.com/courses/wireless-network-penetration-testing-advanced-techniques,Aug 1 2017,by Ricardo Reimao,Intermediate,1h 23m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8739,Building Your First Connected App with Android Studio 2018,https://www.pluralsight.com/courses/android-studio-connected-app-building-first,Jul 31 2017,by Simone Alessandria,Beginner,2h 19m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8740,Securing Java Web Applications,https://www.pluralsight.com/courses/java-web-application-security-vulnerabilities,Jul 31 2017,by Josh Cummings,Intermediate,2h 24m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8741,Visual Communication: Creating Engaging and Effective Technical Diagrams,https://www.pluralsight.com/courses/visual-communication-technical-diagrams,Jul 31 2017,by Amber Israelsen,Beginner,1h 39m,https://pluralsight.imgix.net/course-images/audience/business-professional.jpg?w=120
8742,Oracle PL/SQL Unit Testing with Oracle SQL Developer,https://www.pluralsight.com/courses/oracle-plsql-unit-testing,Jul 31 2017,by Pankaj Jain,Beginner,1h 48m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8743,Microsoft Azure for Node.js Developers - Building Secure Services and Applications,https://www.pluralsight.com/courses/microsoft-azure-nodejs-secure-services-applications,Jul 31 2017,by Simon Allardice,Advanced,2h 47m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8744,BizTalk Server Administration with BizTalk360,https://www.pluralsight.com/courses/biztalk-server-administration-biztalk360,Jul 31 2017,by Stephen W. Thomas,Intermediate,3h 8m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8745,Building a Deployment Pipeline for .NET Applications,https://www.pluralsight.com/courses/dot-net-applications-deployment-pipeline,Jul 28 2017,by Kenneth Truyers,Intermediate,1h 46m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8746,Introduction to Data Visualization with Python,https://www.pluralsight.com/courses/data-visualization-with-python-introduction,Jul 27 2017,by YK Sugi,Intermediate,1h 28m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8747,Android Fundamentals: Content Providers,https://www.pluralsight.com/courses/android-fundamentals-content-providers,Jul 27 2017,by Sriyank Siddhartha,Beginner,3h 26m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8748,Look Development for Production Assets with Katana and RenderMan,https://www.pluralsight.com/courses/katana-renderman-production-assets-look-development,Jul 27 2017,by Miguel Lleras Villaveces,Intermediate,2h 25m,https://pluralsight.imgix.net/course-images/katana-renderman-production-assets-look-development-v1.jpg?w=120
8749,Collaboration in Revit: Worksharing,https://www.pluralsight.com/courses/revit-collaboration-worksharing,Jul 27 2017,by Kory Cox,Beginner,35m,https://pluralsight.imgix.net/course-images/revit-collaboration-worksharing-v1.jpg?w=120
8750,Building Your First Mobile Application with Xamarin.Forms and Visual Studio 2017,https://www.pluralsight.com/courses/mobile-application-xamarin-forms-visual-studio-2017,Jul 27 2017,by Jesse Liberty,Beginner,3h 3m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8751,Code School: Try Laravel,https://www.pluralsight.com/courses/code-school-try-laravel,Jul 26 2017,by Hampton Paulk,Beginner,23m,https://pluralsight.imgix.net/course-images/code-school-try-laravel-v1.png?w=120
8752,Interior Rendering Strategies with Arnold and Maya,https://www.pluralsight.com/courses/arnold-maya-interior-rendering-strategies,Jul 26 2017,by Kirt Haymore,Advanced,3h 7m,https://pluralsight.imgix.net/course-images/arnold-maya-interior-rendering-strategies-v1.jpg?w=120
8753,Understanding the Foundations of TensorFlow,https://www.pluralsight.com/courses/tensorflow-understanding-foundations,Jul 26 2017,by Janani Ravi,Beginner,2h 44m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8754,Blueprint and C++ Integration in Unreal Engine 4,https://www.pluralsight.com/courses/unreal-engine-4-blueprint-cplusplus-integration,Jul 26 2017,by Rob Brooks,Beginner,2h 44m,https://pluralsight.imgix.net/course-images/unreal-engine-4-blueprint-cplusplus-integration-v1.jpg?w=120
8755,Code School: From Form to Table with Laravel,https://www.pluralsight.com/courses/code-school-from-form-to-table-with-laravel,Jul 26 2017,by Hampton Paulk,Intermediate,43m,https://pluralsight.imgix.net/course-images/code-school-from-form-to-table-with-laravel-v1.png?w=120
8756,Advanced Persistent Threats: The Big Picture,https://www.pluralsight.com/courses/advanced-persistent-threats-big-picture,Jul 26 2017,by Rithwik Jayasimha,Intermediate,1h 49m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8757,SQL Server: Upgrading and Migrating to SQL Server 2016,https://www.pluralsight.com/courses/sqlserver-2016-upgrading-migrating,Jul 26 2017,by Glenn Berry,Intermediate,2h 12m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8758,Introduction to Docker on Windows with Visual Studio 2017,https://www.pluralsight.com/courses/docker-visual-studio-2017-windows,Jul 26 2017,by Marcel de Vries,Beginner,4h 30m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8759,Implementing a Wireless Network for Cisco WIFUND (200-355),https://www.pluralsight.com/courses/implementing-wireless-network-cisco-wifund-200-355,Jul 26 2017,by Andrew Crouthamel,Intermediate,1h 29m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8760,SOLIDWORKS Simulation – Thermal Analysis,https://www.pluralsight.com/courses/solidworks-simulation-thermal-analysis,Jul 26 2017,by Arvind Sivarama Krishnan,Advanced,1h 1m,https://pluralsight.imgix.net/course-images/solidworks-simulation-thermal-analysis-v1.jpg?w=120
8761,CATIA V5 Essentials: Working with Configurations,https://www.pluralsight.com/courses/catia-v5-essentials-working-configurations,Jul 26 2017,by Aditya Chandurkar,Intermediate,1h 43m,https://pluralsight.imgix.net/course-images/catia-v5-essentials-working-configurations-v1.jpg?w=120
8762,Shotgun Review Fundamentals,https://www.pluralsight.com/courses/shotgun-review-fundamentals,Jul 26 2017,by Justin Marshall,Beginner,36m,https://pluralsight.imgix.net/course-images/audience/creative-professional.jpg?w=120
8763,Game Weapon Texturing Fundamentals,https://www.pluralsight.com/courses/game-weapon-texturing-fundamentals,Jul 25 2017,by Dan John Cox,Beginner,2h 16m,https://pluralsight.imgix.net/course-images/game-weapon-texturing-fundamentals-v1.jpg?w=120
8764,Implementing and Understanding Data Structures in Java 8,https://www.pluralsight.com/courses/java-data-structures-implementing-understanding,Jul 25 2017,by Dan Bunker,Intermediate,3h 9m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8765,Topology Fundamentals in 3ds Max,https://www.pluralsight.com/courses/3ds-max-topology-fundamentals,Jul 25 2017,by Jayesh Ranavaya,Intermediate,1h 5m,https://pluralsight.imgix.net/course-images/3ds-max-topology-fundamentals-v1.jpg?w=120
8766,Add Angular to MVC Applications,https://www.pluralsight.com/courses/mvc-applications-add-angular,Jul 25 2017,by Paul D. Sheriff,Intermediate,2h 45m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8767,Maya MASH: Motion Graphics,https://www.pluralsight.com/courses/maya-mash-motion-graphics,Jul 25 2017,by Florian Girardot,Beginner,3h 39m,https://pluralsight.imgix.net/course-images/maya-mash-motion-graphics-v1.jpg?w=120
8768,Play by Play: Salesforce Admin Essential Testing Techniques,https://www.pluralsight.com/courses/salesforce-admin-essential-testing-techniques,Jul 21 2017,by Bonny Hinners,Beginner,1h 43m,https://pluralsight.imgix.net/course-images/salesforce-admin-essential-testing-techniques-v2.jpg?w=120
8769,Illustrator CC for Web Designers,https://www.pluralsight.com/courses/illustrator-cc-web-designers,Jul 21 2017,by William Everhart,Intermediate,4h 51m,https://pluralsight.imgix.net/course-images/illustrator-cc-web-designers-v1.jpg?w=120
8770,After Effects and Premiere Pro CC Team Projects,https://www.pluralsight.com/courses/after-effects-premiere-pro-cc-team-projects,Jul 21 2017,by Chad Troftgruben,Beginner,1h 5m,https://pluralsight.imgix.net/course-images/after-effects-premiere-pro-cc-team-projects-v1.jpg?w=120
8771,Advanced React.js 17,https://www.pluralsight.com/courses/reactjs-advanced,Jul 21 2017,by Samer Buna,Advanced,3h 54m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8772,Getting Started with ES2017/ES8,https://www.pluralsight.com/courses/es2017-es8-getting-started,Jul 20 2017,by Roland Guijt,Intermediate,1h 10m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8773,Solving Real World Problems with SQL Server 2016 Query Store,https://www.pluralsight.com/courses/solving-real-world-problems-sql-server-2016-query-store,Jul 20 2017,by Gail Shaw,Intermediate,2h 1m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8774,After Effects CC Animating with Music,https://www.pluralsight.com/courses/after-effects-cc-animating-music,Jul 20 2017,by Eric Harris,Beginner,2h 20m,https://pluralsight.imgix.net/course-images/after-effects-cc-animating-music-v1.jpg?w=120
8775,NUKE Node Enhancement with Python,https://www.pluralsight.com/courses/nuke-node-enhancement-python,Jul 20 2017,by Simon Jokuschies,Advanced,2h 2m,https://pluralsight.imgix.net/course-images/nuke-node-enhancement-python-v1.jpg?w=120
8776,Working with Graph Algorithms in Python,https://www.pluralsight.com/courses/graph-algorithms-python,Jul 19 2017,by Janani Ravi,Beginner,2h 14m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
8777,Matchmoving in NUKEX,https://www.pluralsight.com/courses/nukex-matchmoving,Jul 19 2017,by Michael Raphaelovich,Advanced,1h 17m,https://pluralsight.imgix.net/course-images/nukex-matchmoving-v1.jpg?w=120
8778,Dreamweaver CC 2015 Mobile App Design with PhoneGap,https://www.pluralsight.com/courses/dreamweaver-cc-phonegap-mobile-app-design,Jul 19 2017,by Dan Carr,Advanced,3h 57m,https://pluralsight.imgix.net/course-images/audience/creative-professional.jpg?w=120
8779,Moving Forward with Mongoose.js,https://www.pluralsight.com/courses/mongoosejs-moving-forward,Jul 18 2017,by Mark Scott,Intermediate,1h 44m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8780,Introduction to CATIA V5,https://www.pluralsight.com/courses/catia-v5-introduction,Jul 18 2017,by Clive Erikson,Intermediate,1h 48m,https://pluralsight.imgix.net/course-images/catia-v5-introduction-v1.jpg?w=120
8781,Inventor Essentials - Multi-body Part Design,https://www.pluralsight.com/courses/inventor-essentials-multi-body-part-design,Jul 18 2017,by Joris Steurs,Intermediate,3h 14m,https://pluralsight.imgix.net/course-images/inventor-essentials-multi-body-part-design-v1.jpg?w=120
8782,Orchestration and Automation: The Big Picture,https://www.pluralsight.com/courses/orchestration-automation-big-picture,Jul 17 2017,by Josh Duffney,Beginner,49m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8783,"Monitoring, Troubleshooting, and Optimizing SharePoint 2016",https://www.pluralsight.com/courses/monitoring-troubleshooting-optimizing-sharepoint-2016,Jul 17 2017,by Liam Cleary,Intermediate,5h 14m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8784,Citrix Networking Deep Dive,https://www.pluralsight.com/courses/citrix-networking-deep-dive,Jul 17 2017,by Jo Harder,Intermediate,1h 3m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8785,Maya Lighting Fundamentals,https://www.pluralsight.com/courses/maya-lighting-fundamentals,Jul 14 2017,by Ed Whetstone,Beginner,1h 24m,https://pluralsight.imgix.net/course-images/maya-lighting-fundamentals-v1.jpg?w=120
8786,Start Coding with Scratch 2.0,https://www.pluralsight.com/courses/scratch-2-0-start-coding,Jul 14 2017,by Mario Duilio Macari,Beginner,3h 5m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8787,Introduction to Inverted Triangle CSS,https://www.pluralsight.com/courses/inverted-triangle-css-intro,Jul 14 2017,by Jason Sauer,Beginner,1h 33m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8788,"Testing, Analyzing, and Fabricating Building Systems in Revit MEP",https://www.pluralsight.com/courses/revit-mep-testing-analyzing-fabricating-building-systems,Jul 14 2017,by Troy Crandell,Intermediate,1h 16m,https://pluralsight.imgix.net/course-images/revit-mep-testing-analyzing-fabricating-building-systems-v1.jpg?w=120
8789,Play by Play: How to Mobilize Your Salesforce App,https://www.pluralsight.com/courses/play-by-play-salesforce-app-how-to-mobilize,Jul 14 2017,by Gaurav Kheterpal,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/play-by-play-salesforce-app-how-to-mobilize-v1.jpg?w=120
8790,Enterprise IPv4/IPv6 Design for CCDA DESGN (200-310),https://www.pluralsight.com/courses/enterprise-ipv4-ipv6-design-ccda-desgn-200-310,Jul 14 2017,by Sean Wilkins,Intermediate,2h 22m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8791,Data Center Infrastructure for CCNA Data Center (200-150/200-155),https://www.pluralsight.com/courses/infrastructure-ccna-data-center-200-150-200-155,Jul 13 2017,by Greg Dickinson,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8792,Creating Hand Painted Textures in Substance Painter,https://www.pluralsight.com/courses/substance-painter-creating-hand-painted-textures,Jul 12 2017,by Nathan Glemboski,Intermediate,3h 53m,https://pluralsight.imgix.net/course-images/substance-painter-creating-hand-painted-textures-v1.jpg?w=120
8793,Maya Dynamics: Common Effects Techniques,https://www.pluralsight.com/courses/maya-dynamics-common-effects-techniques,Jul 12 2017,by Joel Berg,Intermediate,1h 55m,https://pluralsight.imgix.net/course-images/maya-dynamics-common-effects-techniques-v1.jpg?w=120
8794,SQL Server Standard Edition Survival Guide,https://www.pluralsight.com/courses/sql-server-standard-edition-survival-guide,Jul 12 2017,by Russ Thomas,Intermediate,2h 30m,https://pluralsight.imgix.net/course-images/audience/data-professional.jpg?w=120
8795,Understand Revit Data Through Color,https://www.pluralsight.com/courses/revit-understand-data-through-colors,Jul 12 2017,by Mathew Miller,Intermediate,59m,https://pluralsight.imgix.net/course-images/revit-understand-data-through-colors-v1.jpg?w=120
8796,Java 8 Fundamentals: Exception Handling,https://www.pluralsight.com/courses/java-fundamentals-exception-handling,Jul 12 2017,by Esteban Herrera,Intermediate,2h 18m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8797,Get Started with SOLIDWORKS Surface Modeling,https://www.pluralsight.com/courses/solidworks-get-started-surface-modeling,Jul 12 2017,by Tim Strange,Advanced,1h 10m,https://pluralsight.imgix.net/course-images/solidworks-get-started-surface-modeling-v1.jpg?w=120
8798,Using Wireshark to Analyze and Troubleshoot Wi-Fi Networks,https://www.pluralsight.com/courses/using-wireshark-analyze-troubleshoot-wifi-networks,Jul 12 2017,by Avril Salter,Intermediate,4h 18m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
8799,Fundamentals of Functional Programming in JavaScript,https://www.pluralsight.com/courses/javascript-functional-programming-fundamentals,Jul 11 2017,by Nate Taylor,Intermediate,1h 25m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
8800,Game Character Rigging Fundamentals,https://www.pluralsight.com/courses/game-character-rigging-fundamentals,Jul 11 2017,by Winston Powell,Beginner,5h 38m,https://pluralsight.imgix.net/course-images/game-character-rigging-fundamentals-v2.jpg?w=120
8801,Cinema 4D Mograph Fundamentals,https://www.pluralsight.com/courses/cinema-4d-mograph-fundamentals,Jul 11 2017,by Joshua Smith,Beginner,3h 11m,https://pluralsight.imgix.net/course-images/cinema-4d-mograph-fundamentals-v1.jpg?w=120
8802,Premiere Pro CC 360° Video,https://www.pluralsight.com/courses/premiere-pro-cc-360-video,Jul 11 2017,by Jon Acosta,Intermediate,1h 44m,https://pluralsight.imgix.net/course-images/premiere-pro-cc-360-video-v1.jpg?w=120
